Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.405363,0.329598,0.414771,0.325207,0.429937,0.315812,0.427094,0.27373,0.423782,0.227345,0.443083,0.35034,0.449003,0.343189,0.458164,0.329212,0.447409,0.283804,0.441871,0.231588,0.394891,0.215937,0.397808,0.207689,0.406408,0.183543,0.412685,0.15463,0.422228,0.152537,0.470748,0.237933,0.467698,0.226032,0.46033,0.193717,0.446937,0.157411,0.431424,0.153521,0.417462,0.111743,0.423733,0.136714,0.428176,0.147626,0.433203,0.156606,0.434668,0.176983,0.43453,0.190672,0.434031,0.202037,0.436832,0.215765,0.434101,0.224883,0.411821,0.137452,0.416744,0.13173,0.409547,0.131961,0.430536,0.129711,0.410385,0.130385,0.463013,0.337594,0.456389,0.336302,0.429136,0.321739,0.432352,0.324964,0.453105,0.347409,0.446394,0.346024,0.413638,0.326973,0.416747,0.330293,0.446871,0.353204,0.440104,0.351763,0.404061,0.32995,0.407101,0.333326,0.446937,0.157411,0.46033,0.193717,0.467698,0.226032,0.412685,0.15463,0.406408,0.183543,0.397808,0.207689,0.441871,0.231588,0.447409,0.283804,0.458164,0.329212,0.449003,0.343189,0.423782,0.227345,0.427094,0.27373,0.429937,0.315812,0.414771,0.325207,
2,0.405337,0.329616,0.414743,0.32522,0.429899,0.315813,0.427063,0.273736,0.42378,0.227331,0.442993,0.350293,0.448919,0.343146,0.458099,0.329179,0.447382,0.28377,0.441837,0.231571,0.394849,0.215951,0.39774,0.207697,0.406348,0.183544,0.412646,0.15462,0.422202,0.152521,0.470697,0.237929,0.467636,0.226023,0.460255,0.193709,0.446941,0.15739,0.431369,0.153512,0.417422,0.111734,0.42369,0.136703,0.428142,0.147614,0.43319,0.156591,0.434662,0.176966,0.434523,0.190654,0.434022,0.202019,0.436826,0.215755,0.434087,0.224869,0.411796,0.137445,0.416718,0.131722,0.409517,0.131953,0.430502,0.129701,0.410339,0.130377,0.462921,0.337567,0.456295,0.336251,0.429126,0.321779,0.432336,0.324968,0.453009,0.347375,0.446296,0.345967,0.413624,0.327014,0.416726,0.330298,0.446774,0.353168,0.440005,0.351702,0.404045,0.329992,0.407077,0.333332,0.446941,0.15739,0.460255,0.193709,0.467636,0.226023,0.412646,0.15462,0.406348,0.183544,0.39774,0.207697,0.441837,0.231571,0.447382,0.28377,0.458099,0.329179,0.448919,0.343146,0.42378,0.227331,0.427063,0.273736,0.429899,0.315813,0.414743,0.32522,
3,0.405315,0.329621,0.414716,0.325218,0.429858,0.315794,0.427042,0.273738,0.423783,0.227292,0.442949,0.350252,0.448874,0.343106,0.458066,0.329143,0.447286,0.283754,0.441822,0.231555,0.394831,0.215973,0.397651,0.207703,0.406273,0.183541,0.412604,0.154594,0.422153,0.152501,0.470653,0.237924,0.467564,0.226024,0.460167,0.193716,0.4469,0.157392,0.43129,0.153486,0.4174,0.111719,0.423633,0.136684,0.428079,0.147591,0.433157,0.156569,0.434649,0.176946,0.434515,0.190634,0.434016,0.201998,0.436827,0.215728,0.434083,0.224842,0.411771,0.137438,0.416697,0.13172,0.409487,0.131938,0.430471,0.129704,0.410282,0.130342,0.462847,0.337539,0.456212,0.336187,0.429108,0.321793,0.432316,0.32495,0.452949,0.347348,0.446225,0.345903,0.413609,0.327036,0.416708,0.330287,0.446724,0.353142,0.439944,0.35164,0.40403,0.330017,0.40706,0.333325,0.4469,0.157392,0.460167,0.193716,0.467564,0.226024,0.412604,0.154594,0.406273,0.183541,0.397651,0.207703,0.441822,0.231555,0.447286,0.283754,0.458066,0.329143,0.448874,0.343106,0.423783,0.227292,0.427042,0.273738,0.429858,0.315794,0.414716,0.325218,
4,0.405301,0.329645,0.414695,0.325228,0.42982,0.31578,0.426991,0.273698,0.423739,0.227265,0.442936,0.350217,0.448846,0.343066,0.458025,0.329102,0.447247,0.283728,0.441776,0.231539,0.39481,0.215993,0.397572,0.207704,0.406191,0.183541,0.412555,0.154581,0.422158,0.152462,0.470578,0.237912,0.467479,0.226014,0.460082,0.193703,0.446894,0.157359,0.431267,0.153453,0.417342,0.111727,0.42361,0.13667,0.428076,0.147565,0.433171,0.156546,0.43465,0.176924,0.434506,0.190612,0.433997,0.201976,0.436795,0.215711,0.434043,0.224822,0.411779,0.137474,0.416694,0.131747,0.409477,0.131972,0.430452,0.129694,0.410246,0.130351,0.462777,0.337498,0.456129,0.336125,0.42908,0.321785,0.432295,0.324932,0.452911,0.347314,0.446174,0.345849,0.41359,0.327052,0.416696,0.330293,0.446709,0.353114,0.439914,0.35159,0.404016,0.330047,0.407053,0.333346,0.446894,0.157359,0.460082,0.193703,0.467479,0.226014,0.412555,0.154581,0.406191,0.183541,0.397572,0.207704,0.441776,0.231539,0.447247,0.283728,0.458025,0.329102,0.448846,0.343066,0.423739,0.227265,0.426991,0.273698,0.42982,0.31578,0.414695,0.325228,
5,0.405267,0.329667,0.414656,0.325238,0.429772,0.315772,0.426978,0.273682,0.423733,0.227217,0.442943,0.350171,0.448823,0.343012,0.45796,0.329037,0.447182,0.283696,0.441736,0.231512,0.394761,0.216049,0.397475,0.207718,0.406119,0.183549,0.412482,0.154597,0.422135,0.152423,0.47051,0.237909,0.467393,0.226014,0.459996,0.19371,0.446869,0.157355,0.431194,0.153423,0.417302,0.111712,0.423561,0.136646,0.428037,0.147534,0.433168,0.156514,0.434654,0.176892,0.434506,0.190579,0.433992,0.201941,0.43679,0.215679,0.434025,0.224786,0.411776,0.137474,0.41669,0.131745,0.40946,0.131966,0.430428,0.12968,0.410189,0.130329,0.462703,0.337427,0.456041,0.336052,0.429034,0.32177,0.432255,0.32492,0.452889,0.347257,0.446136,0.345791,0.413551,0.327058,0.416663,0.330303,0.44672,0.353066,0.439908,0.351542,0.40398,0.330066,0.407023,0.333368,0.446869,0.157355,0.459996,0.19371,0.467393,0.226014,0.412482,0.154597,0.406119,0.183549,0.397475,0.207718,0.441736,0.231512,0.447182,0.283696,0.45796,0.329037,0.448823,0.343012,0.423733,0.227217,0.426978,0.273682,0.429772,0.315772,0.414656,0.325238,
6,0.405232,0.329666,0.414624,0.325238,0.429744,0.315772,0.426902,0.273661,0.423731,0.227182,0.442957,0.350126,0.448805,0.342962,0.457901,0.32898,0.447124,0.283665,0.441731,0.231484,0.394727,0.21607,0.3974,0.207723,0.406043,0.183555,0.412411,0.154598,0.422116,0.152392,0.470428,0.23791,0.467298,0.22602,0.459924,0.193713,0.446848,0.157343,0.431147,0.153398,0.417255,0.111699,0.423522,0.136625,0.42801,0.147508,0.433161,0.156489,0.434648,0.176867,0.434497,0.190553,0.433983,0.201913,0.436784,0.215647,0.434021,0.224755,0.411777,0.137469,0.416685,0.131734,0.409445,0.131962,0.430406,0.129654,0.41014,0.130321,0.462622,0.337366,0.455941,0.335981,0.429012,0.321771,0.432227,0.324922,0.452867,0.347208,0.446094,0.345732,0.413522,0.327058,0.416629,0.330303,0.446736,0.353025,0.439903,0.351491,0.403948,0.330065,0.406986,0.333367,0.446848,0.157343,0.459924,0.193713,0.467298,0.22602,0.412411,0.154598,0.406043,0.183555,0.3974,0.207723,0.441731,0.231484,0.447124,0.283665,0.457901,0.32898,0.448805,0.342962,0.423731,0.227182,0.426902,0.273661,0.429744,0.315772,0.414624,0.325238,
7,0.405204,0.329689,0.414592,0.325254,0.429702,0.315776,0.426831,0.273666,0.423758,0.227157,0.442983,0.350084,0.44879,0.342909,0.457829,0.328914,0.447053,0.283625,0.441742,0.231449,0.39466,0.216094,0.397317,0.207734,0.405961,0.183555,0.412352,0.154579,0.422074,0.152354,0.470347,0.237888,0.467192,0.226007,0.459859,0.193699,0.446802,0.157322,0.43108,0.153355,0.417204,0.111676,0.423466,0.136593,0.427957,0.147472,0.433128,0.156456,0.434623,0.176837,0.434478,0.190523,0.433971,0.201884,0.436793,0.215613,0.434037,0.224723,0.411766,0.137458,0.41667,0.131721,0.409419,0.131949,0.430373,0.129629,0.410075,0.130294,0.462526,0.337294,0.455822,0.335899,0.42898,0.321787,0.432197,0.324925,0.452848,0.347155,0.446049,0.345668,0.413494,0.327083,0.416603,0.330315,0.446766,0.352984,0.439906,0.35144,0.403922,0.330096,0.406962,0.333385,0.446802,0.157322,0.459859,0.193699,0.467192,0.226007,0.412352,0.154579,0.405961,0.183555,0.397317,0.207734,0.441742,0.231449,0.447053,0.283625,0.457829,0.328914,0.44879,0.342909,0.423758,0.227157,0.426831,0.273666,0.429702,0.315776,0.414592,0.325254,
8,0.405178,0.329723,0.414556,0.325269,0.429646,0.315759,0.42679,0.273634,0.423667,0.227111,0.443013,0.350031,0.448775,0.342849,0.457745,0.328844,0.44696,0.283596,0.441672,0.231423,0.3946,0.216129,0.397237,0.207741,0.405902,0.183562,0.412297,0.154589,0.422055,0.15232,0.470251,0.237878,0.467101,0.225999,0.459805,0.193687,0.446794,0.157293,0.431045,0.153335,0.417153,0.111662,0.423434,0.136572,0.427937,0.147447,0.433112,0.156431,0.434592,0.176811,0.434435,0.190494,0.433918,0.201853,0.43672,0.215581,0.433959,0.224689,0.411773,0.137448,0.416669,0.131704,0.409409,0.131944,0.430353,0.129595,0.410032,0.130293,0.462433,0.337215,0.455708,0.335826,0.428931,0.321771,0.432159,0.324903,0.452835,0.347089,0.446013,0.345609,0.413459,0.3271,0.416579,0.330326,0.446803,0.352927,0.439919,0.35139,0.403894,0.330133,0.406945,0.333416,0.446794,0.157293,0.459805,0.193687,0.467101,0.225999,0.412297,0.154589,0.405902,0.183562,0.397237,0.207741,0.441672,0.231423,0.44696,0.283596,0.457745,0.328844,0.448775,0.342849,0.423667,0.227111,0.42679,0.273634,0.429646,0.315759,0.414556,0.325269,
9,0.405126,0.32972,0.414506,0.325265,0.429599,0.315753,0.42669,0.273609,0.423661,0.22708,0.443027,0.349987,0.448739,0.342799,0.457639,0.328785,0.446886,0.283562,0.441666,0.231399,0.394555,0.216155,0.397168,0.207745,0.40582,0.183561,0.412261,0.154561,0.422028,0.152294,0.470138,0.237873,0.467002,0.225989,0.459742,0.193675,0.446739,0.157275,0.430965,0.153316,0.417121,0.111641,0.423382,0.136551,0.427892,0.147425,0.433107,0.156408,0.434601,0.176786,0.434443,0.190469,0.433923,0.201827,0.436721,0.215556,0.433955,0.224662,0.411761,0.137427,0.416658,0.131684,0.409386,0.131921,0.430326,0.129576,0.409976,0.130269,0.462309,0.33715,0.45556,0.335762,0.428885,0.321759,0.432111,0.324897,0.452799,0.347035,0.44595,0.345557,0.41341,0.32709,0.416528,0.330323,0.446823,0.35288,0.43991,0.351345,0.403843,0.330125,0.406892,0.333415,0.446739,0.157275,0.459742,0.193675,0.467002,0.225989,0.412261,0.154561,0.40582,0.183561,0.397168,0.207745,0.441666,0.231399,0.446886,0.283562,0.457639,0.328785,0.448739,0.342799,0.423661,0.22708,0.42669,0.273609,0.429599,0.315753,0.414506,0.325265,
10,0.405126,0.329747,0.414501,0.325275,0.42958,0.315735,0.426674,0.273582,0.42355,0.227048,0.443126,0.34994,0.448769,0.342743,0.457555,0.328716,0.446857,0.283526,0.441591,0.231382,0.394504,0.216185,0.397087,0.207753,0.405755,0.183559,0.412228,0.154536,0.422034,0.152244,0.470059,0.237874,0.46695,0.22598,0.459713,0.193663,0.446729,0.157255,0.430952,0.153274,0.417087,0.111636,0.423373,0.136526,0.427895,0.14739,0.433114,0.15638,0.434584,0.176762,0.434407,0.190445,0.433872,0.201802,0.436639,0.215537,0.433866,0.224639,0.411789,0.137447,0.416676,0.131696,0.409396,0.131938,0.430326,0.129556,0.409954,0.130263,0.462235,0.337065,0.455458,0.335708,0.428883,0.321744,0.432111,0.324875,0.452841,0.346963,0.445962,0.345518,0.413412,0.327104,0.416531,0.33033,0.446938,0.352817,0.439993,0.351315,0.403848,0.330156,0.406898,0.333439,0.446729,0.157255,0.459713,0.193663,0.46695,0.22598,0.412228,0.154536,0.405755,0.183559,0.397087,0.207753,0.441591,0.231382,0.446857,0.283526,0.457555,0.328716,0.448769,0.342743,0.42355,0.227048,0.426674,0.273582,0.42958,0.315735,0.414501,0.325275,
