Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.41854,0.430035,0.413674,0.420784,0.405759,0.403414,0.406169,0.350704,0.407495,0.292449,0.478213,0.400851,0.468065,0.394679,0.451664,0.38191,0.445805,0.336922,0.428412,0.283766,0.352756,0.307384,0.357727,0.292791,0.369883,0.252501,0.386905,0.20785,0.408068,0.198307,0.480689,0.263546,0.474162,0.253876,0.45421,0.226382,0.434857,0.192955,0.418603,0.19519,0.414988,0.147131,0.413468,0.177214,0.410501,0.190348,0.405611,0.201321,0.407592,0.225664,0.410206,0.241931,0.412662,0.255432,0.411061,0.271924,0.415788,0.282661,0.434197,0.176645,0.432996,0.168916,0.426781,0.171681,0.425579,0.165261,0.407648,0.172948,0.454088,0.387813,0.448716,0.392533,0.401196,0.413794,0.410307,0.411493,0.470501,0.395982,0.465243,0.400877,0.408971,0.426256,0.418295,0.423788,0.480757,0.400611,0.475572,0.405612,0.413793,0.433883,0.423253,0.431307,0.434857,0.192955,0.45421,0.226382,0.474162,0.253876,0.386905,0.20785,0.369883,0.252501,0.357727,0.292791,0.428412,0.283766,0.445805,0.336922,0.451664,0.38191,0.468065,0.394679,0.407495,0.292449,0.406169,0.350704,0.405759,0.403414,0.413674,0.420784,
2,0.418574,0.430058,0.413703,0.420805,0.405761,0.403436,0.406191,0.350718,0.407464,0.292442,0.478086,0.400916,0.467942,0.394741,0.451553,0.381959,0.445695,0.336941,0.428423,0.283755,0.352743,0.307427,0.357712,0.292835,0.369846,0.252532,0.386838,0.207862,0.407992,0.198309,0.480583,0.263593,0.474104,0.253903,0.454163,0.226405,0.43474,0.192954,0.418568,0.195199,0.414948,0.147132,0.41342,0.177219,0.410457,0.19035,0.405583,0.201312,0.407556,0.225654,0.410165,0.241922,0.412623,0.255423,0.411046,0.271917,0.415776,0.282653,0.434166,0.176647,0.43296,0.168918,0.426753,0.171683,0.425525,0.165263,0.407615,0.172952,0.453958,0.387895,0.448583,0.392591,0.401258,0.413821,0.41037,0.411477,0.47037,0.396065,0.465109,0.400936,0.409027,0.426291,0.418352,0.423778,0.480626,0.400694,0.475439,0.40567,0.413843,0.433923,0.423305,0.431303,0.43474,0.192954,0.454163,0.226405,0.474104,0.253903,0.386838,0.207862,0.369846,0.252532,0.357712,0.292835,0.428423,0.283755,0.445695,0.336941,0.451553,0.381959,0.467942,0.394741,0.407464,0.292442,0.406191,0.350718,0.405761,0.403436,0.413703,0.420805,
3,0.41859,0.43007,0.413706,0.420816,0.405729,0.403451,0.406222,0.350718,0.40738,0.292421,0.477988,0.400946,0.467843,0.39477,0.451465,0.381978,0.445607,0.337002,0.428366,0.28376,0.352726,0.307472,0.357689,0.292886,0.369795,0.252567,0.386726,0.207863,0.407891,0.198316,0.480499,0.263629,0.474032,0.253949,0.454092,0.226455,0.434624,0.19299,0.418507,0.195198,0.414936,0.147118,0.413355,0.177219,0.41038,0.190351,0.405536,0.201303,0.407526,0.22564,0.410135,0.241907,0.412586,0.25541,0.410999,0.271898,0.415714,0.282641,0.434133,0.176649,0.432925,0.168926,0.426729,0.171674,0.425464,0.165283,0.407583,0.172924,0.45383,0.387965,0.44846,0.392623,0.401277,0.413841,0.410388,0.411457,0.470251,0.396129,0.464997,0.400961,0.409054,0.426315,0.418378,0.423762,0.480515,0.400752,0.475335,0.40569,0.413873,0.433952,0.423333,0.43129,0.434624,0.19299,0.454092,0.226455,0.474032,0.253949,0.386726,0.207863,0.369795,0.252567,0.357689,0.292886,0.428366,0.28376,0.445607,0.337002,0.451465,0.381978,0.467843,0.39477,0.40738,0.292421,0.406222,0.350718,0.405729,0.403451,0.413706,0.420816,
4,0.418638,0.430086,0.413737,0.420827,0.405732,0.403453,0.406156,0.35072,0.407352,0.292413,0.477897,0.400961,0.467741,0.394793,0.451355,0.382005,0.445528,0.337023,0.428345,0.283765,0.352714,0.307514,0.35766,0.29293,0.369766,0.252602,0.386658,0.207872,0.407779,0.198289,0.480406,0.263672,0.473948,0.253991,0.454026,0.226481,0.434529,0.192973,0.418434,0.195179,0.414921,0.147139,0.413284,0.177219,0.4103,0.190335,0.405479,0.201283,0.407485,0.225624,0.410097,0.241894,0.41255,0.2554,0.41097,0.271898,0.415688,0.28264,0.434097,0.176699,0.432887,0.168966,0.426705,0.171722,0.425395,0.165285,0.407552,0.172949,0.453681,0.38803,0.448326,0.392662,0.40129,0.413842,0.410397,0.411442,0.470128,0.396176,0.464889,0.400983,0.409091,0.426329,0.418411,0.42376,0.480407,0.400787,0.475244,0.405699,0.413926,0.433973,0.423382,0.431295,0.434529,0.192973,0.454026,0.226481,0.473948,0.253991,0.386658,0.207872,0.369766,0.252602,0.35766,0.29293,0.428345,0.283765,0.445528,0.337023,0.451355,0.382005,0.467741,0.394793,0.407352,0.292413,0.406156,0.35072,0.405732,0.403453,0.413737,0.420827,
5,0.418671,0.430119,0.413762,0.420852,0.405746,0.403464,0.406165,0.350701,0.407267,0.292383,0.477796,0.400959,0.46762,0.394806,0.451203,0.382038,0.445455,0.337046,0.428308,0.283759,0.352736,0.307609,0.357603,0.293006,0.369678,0.25266,0.386585,0.207929,0.407651,0.198273,0.480308,0.263723,0.47387,0.254042,0.45393,0.226538,0.434397,0.193003,0.418373,0.195172,0.414901,0.147129,0.413212,0.177212,0.410222,0.190321,0.405437,0.201253,0.407445,0.225592,0.410048,0.241866,0.412494,0.255374,0.410923,0.271874,0.415631,0.282621,0.43407,0.176704,0.432851,0.16897,0.42669,0.171721,0.425317,0.165286,0.407528,0.172935,0.453501,0.388077,0.448167,0.392705,0.401293,0.413847,0.410399,0.41145,0.469986,0.396197,0.464771,0.400999,0.409111,0.426351,0.418429,0.423784,0.480289,0.40079,0.475151,0.405697,0.413956,0.434005,0.42341,0.431328,0.434397,0.193003,0.45393,0.226538,0.47387,0.254042,0.386585,0.207929,0.369678,0.25266,0.357603,0.293006,0.428308,0.283759,0.445455,0.337046,0.451203,0.382038,0.46762,0.394806,0.407267,0.292383,0.406165,0.350701,0.405746,0.403464,0.413762,0.420852,
6,0.418676,0.430138,0.413774,0.420866,0.405771,0.403469,0.40612,0.35073,0.407196,0.292363,0.477697,0.400953,0.467498,0.394821,0.45105,0.382078,0.445353,0.337077,0.428243,0.28375,0.352725,0.307657,0.357575,0.293053,0.369654,0.252701,0.386546,0.207955,0.407567,0.198256,0.480219,0.26378,0.473778,0.254107,0.453843,0.226583,0.434312,0.19301,0.418327,0.195162,0.414866,0.147125,0.413156,0.177204,0.410167,0.190307,0.405402,0.201232,0.407412,0.225572,0.410008,0.241847,0.412447,0.255357,0.410866,0.271854,0.415567,0.282604,0.434051,0.176701,0.432819,0.168964,0.426678,0.171721,0.425246,0.165272,0.407509,0.172938,0.453309,0.388146,0.448,0.39276,0.401317,0.41385,0.410426,0.411455,0.469839,0.39623,0.464652,0.401016,0.409122,0.426363,0.418443,0.423798,0.480169,0.400798,0.47506,0.405689,0.41396,0.434022,0.423417,0.431348,0.434312,0.19301,0.453843,0.226583,0.473778,0.254107,0.386546,0.207955,0.369654,0.252701,0.357575,0.293053,0.428243,0.28375,0.445353,0.337077,0.45105,0.382078,0.467498,0.394821,0.407196,0.292363,0.40612,0.35073,0.405771,0.403469,0.413774,0.420866,
7,0.418723,0.430162,0.41381,0.420888,0.405782,0.403491,0.406134,0.350766,0.407142,0.292338,0.4776,0.400941,0.467372,0.394833,0.450883,0.382119,0.44524,0.33711,0.428208,0.283716,0.352731,0.307719,0.357557,0.293109,0.369609,0.252741,0.386454,0.207966,0.407457,0.198241,0.480105,0.26382,0.473659,0.254163,0.453709,0.226621,0.434203,0.193019,0.418249,0.195141,0.414828,0.14711,0.413074,0.177191,0.410076,0.190291,0.405338,0.201212,0.407371,0.225551,0.409973,0.241825,0.412413,0.255334,0.410832,0.27182,0.415526,0.282573,0.434012,0.176698,0.432771,0.16896,0.426649,0.171715,0.425156,0.165263,0.407472,0.172923,0.453092,0.388221,0.447818,0.392819,0.401349,0.413875,0.410456,0.411461,0.46968,0.396262,0.46453,0.401031,0.409168,0.426392,0.418487,0.423807,0.480045,0.400801,0.474975,0.405675,0.414014,0.434054,0.423468,0.43136,0.434203,0.193019,0.453709,0.226621,0.473659,0.254163,0.386454,0.207966,0.369609,0.252741,0.357557,0.293109,0.428208,0.283716,0.44524,0.33711,0.450883,0.382119,0.467372,0.394833,0.407142,0.292338,0.406134,0.350766,0.405782,0.403491,0.41381,0.420888,
8,0.418777,0.430196,0.413843,0.420912,0.405782,0.403503,0.406101,0.350758,0.407055,0.292346,0.477498,0.400918,0.467236,0.394843,0.450693,0.382174,0.44514,0.33716,0.4281,0.283746,0.352759,0.307787,0.357528,0.29316,0.369567,0.252781,0.386417,0.208002,0.407377,0.19822,0.479996,0.263877,0.47354,0.25422,0.453591,0.226653,0.434111,0.193007,0.418193,0.195136,0.414768,0.147108,0.413011,0.177183,0.410018,0.190277,0.405285,0.201197,0.407307,0.225543,0.409898,0.241824,0.412329,0.255338,0.410734,0.271836,0.415429,0.282591,0.433985,0.176689,0.432726,0.168947,0.426625,0.171715,0.425073,0.165239,0.407443,0.172936,0.452871,0.38829,0.447631,0.392889,0.401349,0.413883,0.410451,0.411457,0.469519,0.396278,0.464407,0.401048,0.409202,0.426418,0.418516,0.423821,0.47992,0.400782,0.47489,0.405655,0.41407,0.434091,0.423519,0.431385,0.434111,0.193007,0.453591,0.226653,0.47354,0.25422,0.386417,0.208002,0.369567,0.252781,0.357528,0.29316,0.4281,0.283746,0.44514,0.33716,0.450693,0.382174,0.467236,0.394843,0.407055,0.292346,0.406101,0.350758,0.405782,0.403503,0.413843,0.420912,
9,0.418778,0.430225,0.41385,0.420935,0.405801,0.403513,0.406058,0.350793,0.407016,0.292321,0.477401,0.400911,0.467102,0.394875,0.4505,0.382257,0.445006,0.33721,0.428063,0.283732,0.352766,0.30784,0.357497,0.293205,0.369531,0.252817,0.386307,0.207997,0.407266,0.198217,0.479869,0.26395,0.47343,0.254274,0.453473,0.226688,0.434032,0.193014,0.41815,0.19514,0.414719,0.147094,0.412942,0.177179,0.409956,0.190272,0.405261,0.201175,0.407281,0.225517,0.409862,0.241799,0.412289,0.255315,0.410696,0.271817,0.415391,0.282572,0.433951,0.176672,0.43268,0.168933,0.426597,0.171696,0.42499,0.165236,0.407409,0.172922,0.452639,0.388396,0.447438,0.39299,0.401356,0.41389,0.410461,0.411474,0.469355,0.396323,0.464286,0.401087,0.409203,0.426436,0.418519,0.423849,0.479796,0.400785,0.474811,0.405651,0.414067,0.434116,0.423518,0.431419,0.434032,0.193014,0.453473,0.226688,0.47343,0.254274,0.386307,0.207997,0.369531,0.252817,0.357497,0.293205,0.428063,0.283732,0.445006,0.33721,0.4505,0.382257,0.467102,0.394875,0.407016,0.292321,0.406058,0.350793,0.405801,0.403513,0.41385,0.420935,
10,0.418827,0.430235,0.413894,0.420929,0.405836,0.403484,0.406083,0.350757,0.407015,0.292325,0.477323,0.400842,0.466973,0.394861,0.450279,0.382327,0.444888,0.337231,0.428022,0.283753,0.352821,0.307888,0.357513,0.293244,0.369518,0.25284,0.386233,0.207989,0.407158,0.198176,0.47972,0.264026,0.473309,0.254319,0.453359,0.226713,0.433944,0.193013,0.418068,0.195108,0.4147,0.147095,0.412867,0.177164,0.409868,0.190245,0.405194,0.201152,0.407235,0.225503,0.409823,0.241791,0.412254,0.255311,0.410659,0.271834,0.415365,0.282586,0.433913,0.176698,0.432638,0.168951,0.426572,0.17172,0.424914,0.165225,0.407377,0.172924,0.452397,0.388458,0.447249,0.393078,0.401395,0.413853,0.410499,0.411427,0.4692,0.396298,0.464187,0.401086,0.409249,0.426428,0.418564,0.423831,0.479691,0.400704,0.474764,0.405594,0.414117,0.434126,0.423567,0.431419,0.433944,0.193013,0.453359,0.226713,0.473309,0.254319,0.386233,0.207989,0.369518,0.25284,0.357513,0.293244,0.428022,0.283753,0.444888,0.337231,0.450279,0.382327,0.466973,0.394861,0.407015,0.292325,0.406083,0.350757,0.405836,0.403484,0.413894,0.420929,
