Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.621506,0.404525,0.611331,0.405849,0.594241,0.405437,0.599151,0.350557,0.604678,0.288649,0.568212,0.37308,0.562951,0.375971,0.554228,0.37804,0.568245,0.330092,0.57831,0.28073,0.658204,0.30809,0.653002,0.293015,0.638669,0.25137,0.626738,0.201238,0.609161,0.188907,0.54053,0.251978,0.544294,0.243323,0.554389,0.218725,0.573207,0.18414,0.595232,0.18593,0.615155,0.131036,0.606612,0.165393,0.601137,0.181693,0.595222,0.196726,0.592281,0.223316,0.591569,0.239951,0.591432,0.253258,0.587675,0.272735,0.590108,0.280729,0.616703,0.157196,0.61122,0.150714,0.621446,0.152928,0.595812,0.151738,0.62531,0.158224,0.548341,0.385525,0.556333,0.389029,0.595863,0.41771,0.590149,0.412662,0.558181,0.378359,0.566019,0.381713,0.613663,0.412632,0.607803,0.407738,0.563891,0.373763,0.57164,0.377028,0.624175,0.409442,0.618229,0.404638,0.573207,0.18414,0.554389,0.218725,0.544294,0.243323,0.626738,0.201238,0.638669,0.25137,0.653002,0.293015,0.57831,0.28073,0.568245,0.330092,0.554228,0.37804,0.562951,0.375971,0.604678,0.288649,0.599151,0.350557,0.594241,0.405437,0.611331,0.405849,
2,0.621529,0.404508,0.611359,0.40583,0.594289,0.405428,0.599185,0.350539,0.604687,0.288654,0.568322,0.373151,0.563055,0.376043,0.554311,0.37811,0.568289,0.330148,0.578351,0.280698,0.658265,0.308111,0.653101,0.293021,0.638762,0.251384,0.626808,0.201254,0.609212,0.188919,0.540588,0.252046,0.544365,0.243349,0.55448,0.218739,0.573217,0.184172,0.595309,0.18593,0.615215,0.131035,0.606677,0.165396,0.601191,0.181694,0.595244,0.196718,0.592296,0.223313,0.591585,0.239951,0.59145,0.253259,0.587684,0.272731,0.590128,0.280718,0.61674,0.157198,0.611259,0.150716,0.621491,0.152928,0.595864,0.151743,0.625377,0.158222,0.548454,0.385623,0.556454,0.3891,0.595863,0.417691,0.59016,0.412595,0.558296,0.378451,0.566142,0.381778,0.613666,0.412623,0.607816,0.407681,0.564005,0.37385,0.571762,0.37709,0.624181,0.40944,0.618246,0.404589,0.573217,0.184172,0.55448,0.218739,0.544365,0.243349,0.626808,0.201254,0.638762,0.251384,0.653101,0.293021,0.578351,0.280698,0.568289,0.330148,0.554311,0.37811,0.563055,0.376043,0.604687,0.288654,0.599185,0.350539,0.594289,0.405428,0.611359,0.40583,
3,0.621551,0.404494,0.611391,0.405819,0.594347,0.405429,0.599207,0.350509,0.604701,0.288668,0.568379,0.373202,0.563114,0.376095,0.554355,0.378156,0.568411,0.330197,0.578378,0.280718,0.658294,0.308151,0.65323,0.293025,0.638881,0.251397,0.626895,0.201268,0.609298,0.188937,0.540638,0.252098,0.544447,0.243397,0.554588,0.218785,0.573282,0.184229,0.595422,0.185919,0.615246,0.131017,0.606766,0.165394,0.601288,0.181695,0.595297,0.19671,0.592319,0.223302,0.591601,0.239943,0.591465,0.253256,0.587693,0.272731,0.590144,0.280729,0.616779,0.1572,0.611292,0.150725,0.621534,0.152915,0.595915,0.151769,0.625459,0.158183,0.548545,0.38572,0.55656,0.389148,0.595883,0.417685,0.590182,0.41255,0.558372,0.378538,0.566232,0.381818,0.61368,0.412619,0.607833,0.407639,0.56407,0.373931,0.571841,0.377124,0.624191,0.409439,0.61826,0.40455,0.573282,0.184229,0.554588,0.218785,0.544447,0.243397,0.626895,0.201268,0.638881,0.251397,0.65323,0.293025,0.578378,0.280718,0.568411,0.330197,0.554355,0.378156,0.563114,0.376095,0.604701,0.288668,0.599207,0.350509,0.594347,0.405429,0.611391,0.405819,
4,0.621556,0.404474,0.61141,0.405795,0.594395,0.4054,0.599285,0.350509,0.604763,0.288646,0.568403,0.373254,0.563155,0.376153,0.554411,0.378219,0.568465,0.330233,0.578438,0.28071,0.658327,0.308184,0.653348,0.293029,0.639002,0.251401,0.62698,0.201277,0.609317,0.188938,0.540722,0.252148,0.544545,0.24344,0.554692,0.218805,0.573302,0.184234,0.595464,0.18591,0.615324,0.131029,0.60681,0.165403,0.601309,0.181697,0.595291,0.196709,0.592325,0.223298,0.591621,0.239938,0.591496,0.253249,0.587738,0.272725,0.5902,0.280718,0.616776,0.157261,0.611304,0.150773,0.62155,0.152966,0.595952,0.151781,0.625514,0.158204,0.548634,0.385825,0.556668,0.38921,0.595917,0.417655,0.590208,0.412513,0.558422,0.378626,0.5663,0.381863,0.613695,0.412596,0.607841,0.407609,0.564096,0.374009,0.571884,0.37716,0.624194,0.40942,0.618257,0.404525,0.573302,0.184234,0.554692,0.218805,0.544545,0.24344,0.62698,0.201277,0.639002,0.251401,0.653348,0.293029,0.578438,0.28071,0.568465,0.330233,0.554411,0.378219,0.563155,0.376153,0.604763,0.288646,0.599285,0.350509,0.594395,0.4054,0.61141,0.405795,
5,0.621589,0.40446,0.611452,0.405775,0.594455,0.405364,0.5993,0.350477,0.60479,0.288646,0.568407,0.373306,0.563191,0.376215,0.554498,0.378295,0.568551,0.330254,0.578493,0.280699,0.658384,0.308239,0.653499,0.293066,0.639126,0.251454,0.627097,0.201329,0.609376,0.188946,0.540799,0.252212,0.544643,0.243488,0.554799,0.218866,0.57335,0.184293,0.59557,0.185894,0.615379,0.131014,0.60689,0.165397,0.601376,0.181688,0.595303,0.196687,0.592328,0.223279,0.59163,0.239924,0.591513,0.25324,0.587754,0.272716,0.590233,0.280711,0.616786,0.15727,0.611317,0.150784,0.621575,0.152964,0.595996,0.151792,0.625594,0.158179,0.548729,0.385928,0.556783,0.389284,0.595975,0.417621,0.590258,0.412488,0.558458,0.378707,0.566355,0.381917,0.613738,0.412575,0.607877,0.407597,0.564096,0.374078,0.571902,0.377201,0.62423,0.409404,0.618285,0.404517,0.57335,0.184293,0.554799,0.218866,0.544643,0.243488,0.627097,0.201329,0.639126,0.251454,0.653499,0.293066,0.578493,0.280699,0.568551,0.330254,0.554498,0.378295,0.563191,0.376215,0.60479,0.288646,0.5993,0.350477,0.594455,0.405364,0.611452,0.405775,
6,0.621629,0.404448,0.611489,0.405756,0.594486,0.405333,0.599406,0.350476,0.604809,0.288653,0.568404,0.373358,0.563223,0.376282,0.554578,0.378383,0.56863,0.330302,0.578509,0.280712,0.658434,0.308267,0.653611,0.293076,0.639236,0.251465,0.627201,0.20134,0.60942,0.188943,0.540889,0.252273,0.544752,0.243554,0.55489,0.218917,0.573386,0.184318,0.595639,0.18588,0.615448,0.131004,0.606952,0.16539,0.601423,0.181678,0.59532,0.19667,0.592343,0.223265,0.591649,0.239914,0.591534,0.253235,0.587771,0.272715,0.59025,0.280717,0.616789,0.157271,0.611331,0.150783,0.621597,0.152963,0.596039,0.151785,0.625662,0.158172,0.548834,0.386056,0.556913,0.389369,0.596,0.417591,0.590289,0.412455,0.558495,0.378804,0.566415,0.381971,0.61377,0.412557,0.607915,0.407576,0.564091,0.374155,0.571919,0.377237,0.624267,0.409393,0.618327,0.404503,0.573386,0.184318,0.55489,0.218917,0.544752,0.243554,0.627201,0.20134,0.639236,0.251465,0.653611,0.293076,0.578509,0.280712,0.56863,0.330302,0.554578,0.378383,0.563223,0.376282,0.604809,0.288653,0.599406,0.350476,0.594486,0.405333,0.611489,0.405756,
7,0.621651,0.404424,0.61152,0.405733,0.594536,0.405316,0.599495,0.350457,0.604786,0.288665,0.568386,0.37341,0.563252,0.37635,0.554672,0.378472,0.568726,0.330349,0.578501,0.280696,0.658523,0.308282,0.653731,0.293086,0.639362,0.251478,0.627307,0.201353,0.609501,0.188941,0.540981,0.252327,0.544874,0.243616,0.554976,0.218978,0.573456,0.184342,0.59574,0.185856,0.615523,0.130983,0.607043,0.165378,0.601511,0.181666,0.595376,0.196655,0.592384,0.223244,0.591681,0.239894,0.591555,0.253217,0.587766,0.272697,0.590238,0.28071,0.616812,0.157272,0.61136,0.150784,0.621637,0.152955,0.596098,0.151785,0.625755,0.158145,0.548956,0.386194,0.557066,0.389453,0.596035,0.41757,0.590321,0.41242,0.558529,0.378907,0.566477,0.382021,0.613795,0.412536,0.607937,0.407541,0.564071,0.374238,0.571926,0.377268,0.624285,0.409373,0.618344,0.40447,0.573456,0.184342,0.554976,0.218978,0.544874,0.243616,0.627307,0.201353,0.639362,0.251478,0.653731,0.293086,0.578501,0.280696,0.568726,0.330349,0.554672,0.378472,0.563252,0.37635,0.604786,0.288665,0.599495,0.350457,0.594536,0.405316,0.61152,0.405733,
8,0.621669,0.404407,0.611556,0.405711,0.594609,0.405282,0.599553,0.350438,0.604922,0.288657,0.568366,0.373458,0.563282,0.376421,0.554784,0.378579,0.568846,0.330394,0.578602,0.280738,0.658595,0.308297,0.65385,0.293097,0.639455,0.251503,0.627389,0.201379,0.609543,0.188932,0.541089,0.25239,0.544979,0.243684,0.555048,0.219032,0.573479,0.184351,0.595795,0.185853,0.615603,0.13098,0.607097,0.165374,0.601549,0.181659,0.595408,0.196648,0.592436,0.223244,0.59175,0.2399,0.591639,0.253227,0.587877,0.272716,0.590354,0.280727,0.616811,0.157271,0.611372,0.150779,0.621656,0.152957,0.596139,0.151772,0.625819,0.158152,0.549076,0.386331,0.557214,0.389554,0.596097,0.417538,0.59037,0.412389,0.558557,0.379,0.56653,0.38208,0.61383,0.412513,0.607961,0.407519,0.564044,0.374305,0.571923,0.3773,0.624304,0.409356,0.618352,0.404453,0.573479,0.184351,0.555048,0.219032,0.544979,0.243684,0.627389,0.201379,0.639455,0.251503,0.65385,0.293097,0.578602,0.280738,0.568846,0.330394,0.554784,0.378579,0.563282,0.376421,0.604922,0.288657,0.599553,0.350438,0.594609,0.405282,0.611556,0.405711,
9,0.621731,0.404393,0.611616,0.405689,0.594665,0.405245,0.59969,0.350427,0.604939,0.288643,0.568362,0.373508,0.563334,0.3765,0.554921,0.378701,0.568949,0.330465,0.578615,0.280735,0.658653,0.308317,0.653955,0.293109,0.639577,0.251509,0.627468,0.201391,0.609604,0.188948,0.541215,0.25247,0.545094,0.243744,0.555131,0.219085,0.573558,0.184363,0.595905,0.185843,0.615655,0.130966,0.60718,0.16537,0.60162,0.181655,0.59542,0.196628,0.592429,0.223228,0.591747,0.239889,0.59164,0.253219,0.587883,0.27271,0.590366,0.28072,0.616834,0.157256,0.611397,0.150769,0.62169,0.152937,0.596188,0.151778,0.6259,0.158128,0.549232,0.386491,0.557402,0.389668,0.596155,0.417503,0.590429,0.412362,0.55861,0.379108,0.566613,0.382141,0.613891,0.412491,0.608022,0.407504,0.564036,0.374381,0.571942,0.377331,0.624367,0.40934,0.618415,0.404444,0.573558,0.184363,0.555131,0.219085,0.545094,0.243744,0.627468,0.201391,0.639577,0.251509,0.653955,0.293109,0.578615,0.280735,0.568949,0.330465,0.554921,0.378701,0.563334,0.3765,0.604939,0.288643,0.59969,0.350427,0.594665,0.405245,0.611616,0.405689,
10,0.621718,0.404377,0.611613,0.405655,0.594685,0.405181,0.599707,0.350367,0.605082,0.288586,0.568266,0.373541,0.563315,0.376571,0.555035,0.378841,0.568996,0.330526,0.578714,0.280736,0.658704,0.308307,0.654061,0.29309,0.63967,0.251503,0.627532,0.201388,0.609622,0.188933,0.541306,0.252573,0.545156,0.243814,0.555174,0.219138,0.573581,0.184381,0.595938,0.185825,0.615704,0.130963,0.607209,0.165368,0.601636,0.181648,0.595424,0.196625,0.592461,0.22322,0.591802,0.239878,0.591712,0.253204,0.587994,0.272701,0.590484,0.280699,0.616808,0.157297,0.611383,0.150801,0.621684,0.152969,0.596204,0.151782,0.625937,0.158131,0.549332,0.386644,0.557536,0.389795,0.596151,0.417441,0.590425,0.412293,0.558578,0.379192,0.566611,0.3822,0.613878,0.41246,0.608009,0.407466,0.563925,0.374425,0.57186,0.377351,0.624348,0.409327,0.618397,0.404424,0.573581,0.184381,0.555174,0.219138,0.545156,0.243814,0.627532,0.201388,0.63967,0.251503,0.654061,0.29309,0.578714,0.280736,0.568996,0.330526,0.555035,0.378841,0.563315,0.376571,0.605082,0.288586,0.599707,0.350367,0.594685,0.405181,0.611613,0.405655,
