Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.549951,0.427164,0.535567,0.422223,0.511899,0.411397,0.512638,0.354307,0.514382,0.287777,0.551382,0.374035,0.538768,0.373539,0.517699,0.3698,0.521304,0.323934,0.510526,0.27184,0.509754,0.324963,0.508553,0.30567,0.503701,0.252706,0.506504,0.191438,0.511414,0.17413,0.524124,0.233212,0.521117,0.224341,0.510179,0.198518,0.50551,0.162666,0.509083,0.168284,0.520086,0.106244,0.512853,0.146126,0.505785,0.164123,0.496253,0.180019,0.497789,0.209851,0.501182,0.228722,0.504621,0.243912,0.501072,0.26438,0.50867,0.274582,0.543459,0.138882,0.536421,0.130067,0.540351,0.134204,0.514255,0.128649,0.524441,0.140587,0.515438,0.375314,0.517547,0.381867,0.509827,0.424619,0.513148,0.417723,0.536924,0.374228,0.539328,0.380711,0.533771,0.430179,0.536733,0.423116,0.549802,0.373113,0.55238,0.379548,0.548426,0.43338,0.551165,0.426214,0.50551,0.162666,0.510179,0.198518,0.521117,0.224341,0.506504,0.191438,0.503701,0.252706,0.508553,0.30567,0.510526,0.27184,0.521304,0.323934,0.517699,0.3698,0.538768,0.373539,0.514382,0.287777,0.512638,0.354307,0.511899,0.411397,0.535567,0.422223,
2,0.550005,0.427163,0.53562,0.422223,0.511945,0.411412,0.512691,0.354306,0.514359,0.287782,0.551377,0.374146,0.538757,0.373647,0.517675,0.369896,0.521247,0.324,0.51057,0.271819,0.509806,0.325012,0.508642,0.305718,0.503756,0.252749,0.5065,0.191469,0.511383,0.174151,0.524085,0.233295,0.521126,0.224384,0.510212,0.198552,0.505406,0.162699,0.509118,0.168299,0.520103,0.10625,0.512865,0.146139,0.505789,0.164133,0.496244,0.180013,0.497763,0.209849,0.501155,0.228724,0.504598,0.243915,0.501065,0.264377,0.508676,0.274576,0.543465,0.138889,0.536423,0.130075,0.540366,0.13421,0.514248,0.128662,0.524473,0.140595,0.515424,0.37545,0.517535,0.38198,0.509888,0.42461,0.513214,0.417668,0.536917,0.374361,0.539323,0.38082,0.533827,0.43018,0.536796,0.423071,0.549798,0.373242,0.55238,0.379655,0.54848,0.433389,0.551226,0.426176,0.505406,0.162699,0.510212,0.198552,0.521126,0.224384,0.5065,0.191469,0.503756,0.252749,0.508642,0.305718,0.51057,0.271819,0.521247,0.324,0.517675,0.369896,0.538757,0.373647,0.514359,0.287782,0.512691,0.354306,0.511945,0.411412,0.53562,0.422223,
3,0.550041,0.427163,0.535652,0.422229,0.511966,0.411438,0.512739,0.354288,0.514287,0.287793,0.551349,0.374215,0.538728,0.373717,0.517638,0.369953,0.521275,0.324091,0.51054,0.271845,0.509823,0.325071,0.508755,0.305773,0.503822,0.2528,0.506462,0.1915,0.511359,0.174185,0.524057,0.233359,0.521134,0.224453,0.51024,0.198624,0.505352,0.162771,0.509159,0.168306,0.520121,0.106232,0.51288,0.14615,0.505799,0.16415,0.496242,0.180013,0.497753,0.20984,0.501138,0.228716,0.504573,0.243912,0.501024,0.264374,0.508629,0.274587,0.543471,0.138898,0.536421,0.13009,0.540385,0.134201,0.514234,0.128698,0.524519,0.140561,0.515393,0.375574,0.517518,0.382062,0.509924,0.424616,0.513248,0.417634,0.536887,0.374473,0.539309,0.38089,0.533865,0.430188,0.536833,0.423038,0.549767,0.373345,0.552365,0.379716,0.548518,0.433399,0.551264,0.426145,0.505352,0.162771,0.51024,0.198624,0.521134,0.224453,0.506462,0.1915,0.503822,0.2528,0.508755,0.305773,0.51054,0.271845,0.521275,0.324091,0.517638,0.369953,0.538728,0.373717,0.514287,0.287793,0.512739,0.354288,0.511966,0.411438,0.535652,0.422229,
4,0.550089,0.427151,0.535699,0.422218,0.512011,0.411432,0.512746,0.354314,0.514316,0.287789,0.551299,0.374271,0.538681,0.373785,0.517592,0.370029,0.521253,0.324143,0.510572,0.271853,0.509847,0.325122,0.508848,0.305823,0.503913,0.252842,0.506471,0.191527,0.511258,0.174184,0.524049,0.23343,0.521143,0.22452,0.510267,0.198666,0.505276,0.162775,0.509122,0.168301,0.520181,0.106256,0.512848,0.146166,0.505733,0.164152,0.496175,0.180007,0.497716,0.209834,0.501116,0.228713,0.504564,0.243911,0.501036,0.264381,0.508653,0.274591,0.543436,0.138969,0.536396,0.130149,0.54038,0.134266,0.514199,0.128715,0.524541,0.140595,0.515344,0.375703,0.517494,0.382158,0.509966,0.424605,0.513278,0.41761,0.536832,0.374574,0.539279,0.380957,0.533914,0.430177,0.536869,0.423015,0.549706,0.373428,0.55233,0.379764,0.54857,0.433388,0.551304,0.426123,0.505276,0.162775,0.510267,0.198666,0.521143,0.22452,0.506471,0.191527,0.503913,0.252842,0.508848,0.305823,0.510572,0.271853,0.521253,0.324143,0.517592,0.370029,0.538681,0.373785,0.514316,0.287789,0.512746,0.354314,0.512011,0.411432,0.535699,0.422218,
5,0.550152,0.427159,0.535761,0.422223,0.512076,0.411426,0.512767,0.354287,0.514253,0.28779,0.551223,0.374317,0.538614,0.373853,0.517536,0.370128,0.521262,0.324191,0.510584,0.271856,0.509941,0.325215,0.508948,0.305923,0.503944,0.252937,0.506511,0.191612,0.511178,0.174198,0.524031,0.233513,0.521158,0.224594,0.510272,0.198753,0.505192,0.162846,0.509156,0.1683,0.520213,0.106243,0.512847,0.146169,0.505713,0.164151,0.496139,0.179982,0.497673,0.209811,0.501073,0.228696,0.504522,0.243901,0.501001,0.264371,0.508625,0.274589,0.543419,0.138982,0.536374,0.130163,0.540389,0.134267,0.514161,0.128732,0.524594,0.140577,0.515273,0.37583,0.517456,0.382268,0.510019,0.424601,0.513323,0.41761,0.53675,0.374659,0.53923,0.381025,0.533974,0.430182,0.53692,0.423024,0.549615,0.373488,0.552271,0.379805,0.548634,0.433396,0.551358,0.426135,0.505192,0.162846,0.510272,0.198753,0.521158,0.224594,0.506511,0.191612,0.503944,0.252937,0.508948,0.305923,0.510584,0.271856,0.521262,0.324191,0.517536,0.370128,0.538614,0.373853,0.514253,0.28779,0.512767,0.354287,0.512076,0.411426,0.535761,0.422223,
6,0.550196,0.427169,0.535807,0.422224,0.512127,0.411414,0.51282,0.354327,0.5142,0.287796,0.551143,0.374361,0.538543,0.373924,0.517474,0.370236,0.521241,0.324262,0.510536,0.27187,0.509987,0.32527,0.509037,0.305978,0.504032,0.252984,0.506574,0.191648,0.511131,0.1742,0.524032,0.233598,0.521171,0.224687,0.510271,0.198826,0.505142,0.162876,0.509172,0.168295,0.520243,0.106239,0.512847,0.146169,0.505698,0.164145,0.496117,0.179964,0.497652,0.209795,0.501048,0.228687,0.504492,0.243897,0.500958,0.26437,0.508576,0.274595,0.543404,0.138982,0.536356,0.130162,0.540398,0.134268,0.514127,0.128728,0.524642,0.14058,0.515199,0.375984,0.517423,0.382393,0.510064,0.424586,0.513374,0.417595,0.536664,0.37476,0.539184,0.381094,0.534015,0.430182,0.536967,0.423024,0.549518,0.373555,0.552214,0.37984,0.548673,0.433406,0.551404,0.426144,0.505142,0.162876,0.510271,0.198826,0.521171,0.224687,0.506574,0.191648,0.504032,0.252984,0.509037,0.305978,0.510536,0.27187,0.521241,0.324262,0.517474,0.370236,0.538543,0.373924,0.5142,0.287796,0.51282,0.354327,0.512127,0.411414,0.535807,0.422224,
7,0.55026,0.427162,0.535869,0.422221,0.512183,0.411423,0.512915,0.354348,0.514123,0.287795,0.551052,0.374397,0.538467,0.373994,0.517413,0.37035,0.521223,0.324338,0.510494,0.271847,0.510093,0.325329,0.509146,0.306038,0.504112,0.253038,0.506576,0.191683,0.511091,0.174208,0.524012,0.233674,0.521171,0.22478,0.510223,0.198906,0.505098,0.162913,0.509183,0.168284,0.520274,0.106223,0.512846,0.146168,0.505683,0.164145,0.496099,0.179954,0.497645,0.20978,0.501038,0.22867,0.504476,0.243881,0.500918,0.264345,0.508524,0.274578,0.543388,0.138986,0.536335,0.130166,0.540408,0.134264,0.514089,0.128735,0.524694,0.140562,0.515121,0.376155,0.517396,0.382528,0.510126,0.424588,0.513429,0.41758,0.536567,0.374866,0.539138,0.381162,0.534081,0.43018,0.537027,0.423005,0.549406,0.37362,0.552152,0.379867,0.548741,0.433403,0.551466,0.426124,0.505098,0.162913,0.510223,0.198906,0.521171,0.22478,0.506576,0.191683,0.504112,0.253038,0.509146,0.306038,0.510494,0.271847,0.521223,0.324338,0.517413,0.37035,0.538467,0.373994,0.514123,0.287795,0.512915,0.354348,0.512183,0.411423,0.535869,0.422221,
8,0.550326,0.427162,0.535934,0.422222,0.512246,0.411425,0.512935,0.354349,0.514161,0.287826,0.550955,0.374427,0.538384,0.374067,0.517346,0.370488,0.52124,0.324423,0.510482,0.271915,0.510207,0.325383,0.509242,0.306097,0.504162,0.253094,0.50662,0.191732,0.511046,0.174202,0.524011,0.233764,0.521158,0.224874,0.510178,0.198974,0.505027,0.162923,0.509176,0.168289,0.520288,0.106228,0.512832,0.14617,0.505657,0.164141,0.496071,0.17995,0.497625,0.209788,0.501025,0.22869,0.504467,0.24391,0.50092,0.264392,0.508533,0.274628,0.543358,0.138983,0.536301,0.130161,0.540402,0.134269,0.51404,0.128722,0.524727,0.14058,0.515035,0.376322,0.517361,0.382676,0.51018,0.424587,0.513467,0.417572,0.536462,0.374957,0.539083,0.381234,0.534146,0.430181,0.537076,0.422998,0.549286,0.373665,0.552082,0.37989,0.548812,0.433403,0.551519,0.426118,0.505027,0.162923,0.510178,0.198974,0.521158,0.224874,0.50662,0.191732,0.504162,0.253094,0.509242,0.306097,0.510482,0.271915,0.52124,0.324423,0.517346,0.370488,0.538384,0.374067,0.514161,0.287826,0.512935,0.354349,0.512246,0.411425,0.535934,0.422222,
9,0.550388,0.427181,0.535996,0.422231,0.512313,0.411417,0.513017,0.354392,0.514137,0.287813,0.550876,0.374468,0.53832,0.374158,0.517298,0.370652,0.521212,0.324526,0.510458,0.271913,0.510283,0.325434,0.50932,0.306152,0.504248,0.253139,0.506575,0.191757,0.510987,0.174228,0.524009,0.233876,0.521159,0.224962,0.510142,0.199046,0.505019,0.162948,0.509232,0.168298,0.520286,0.106216,0.512837,0.146178,0.505657,0.164147,0.496055,0.179929,0.49759,0.209766,0.500984,0.228674,0.504426,0.243898,0.500886,0.264385,0.508505,0.27462,0.543346,0.138968,0.536278,0.130152,0.540407,0.134249,0.514002,0.128735,0.52477,0.140564,0.514971,0.376528,0.517356,0.382856,0.510238,0.424583,0.513528,0.417575,0.536377,0.375075,0.539055,0.381322,0.534204,0.43019,0.537135,0.423015,0.549183,0.373728,0.552036,0.379923,0.548869,0.433421,0.551579,0.426143,0.505019,0.162948,0.510142,0.199046,0.521159,0.224962,0.506575,0.191757,0.504248,0.253139,0.50932,0.306152,0.510458,0.271913,0.521212,0.324526,0.517298,0.370652,0.53832,0.374158,0.514137,0.287813,0.513017,0.354392,0.512313,0.411417,0.535996,0.422231,
10,0.55042,0.427164,0.536033,0.4222,0.512361,0.411364,0.513053,0.354337,0.514267,0.287801,0.550732,0.37445,0.5382,0.37421,0.517208,0.370821,0.521149,0.324597,0.510505,0.271944,0.510405,0.325454,0.509451,0.306176,0.504329,0.253162,0.506557,0.191765,0.510887,0.174209,0.523962,0.234003,0.521109,0.225047,0.510076,0.199108,0.504954,0.162969,0.509176,0.16828,0.520313,0.106218,0.512786,0.146177,0.505579,0.164138,0.495986,0.179922,0.497571,0.209762,0.500992,0.228673,0.504456,0.2439,0.500948,0.264407,0.508584,0.274634,0.543286,0.139012,0.536225,0.130187,0.540377,0.134286,0.513938,0.128738,0.524774,0.140573,0.514853,0.376701,0.517309,0.383025,0.510268,0.424521,0.513555,0.417506,0.536226,0.375131,0.538974,0.381372,0.534233,0.430156,0.537162,0.422974,0.549008,0.373714,0.551928,0.3799,0.548899,0.433404,0.551606,0.426118,0.504954,0.162969,0.510076,0.199108,0.521109,0.225047,0.506557,0.191765,0.504329,0.253162,0.509451,0.306176,0.510505,0.271944,0.521149,0.324597,0.517208,0.370821,0.5382,0.37421,0.514267,0.287801,0.513053,0.354337,0.512361,0.411364,0.536033,0.4222,
