Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.380071,0.338604,0.385332,0.330738,0.393501,0.315932,0.392123,0.271879,0.390898,0.221827,0.445183,0.342491,0.443626,0.333889,0.441012,0.317771,0.430649,0.274889,0.417387,0.221596,0.337527,0.217283,0.342577,0.206822,0.356384,0.176493,0.37112,0.141178,0.391157,0.137101,0.471879,0.219865,0.465769,0.208426,0.448523,0.176273,0.427168,0.138967,0.404946,0.13686,0.391816,0.0895165,0.395836,0.118424,0.397641,0.130622,0.398827,0.140376,0.400773,0.163267,0.401886,0.178615,0.402658,0.191328,0.40374,0.206009,0.404041,0.216476,0.397988,0.120331,0.401645,0.113083,0.391599,0.114175,0.408879,0.109444,0.381067,0.112431,0.445811,0.324411,0.437717,0.325667,0.390332,0.32269,0.397717,0.32447,0.448115,0.336519,0.439801,0.337846,0.381828,0.333294,0.389403,0.33516,0.449618,0.343817,0.44116,0.34519,0.37638,0.339744,0.384076,0.341665,0.427168,0.138967,0.448523,0.176273,0.465769,0.208426,0.37112,0.141178,0.356384,0.176493,0.342577,0.206822,0.417387,0.221596,0.430649,0.274889,0.441012,0.317771,0.443626,0.333889,0.390898,0.221827,0.392123,0.271879,0.393501,0.315932,0.385332,0.330738,
2,0.380068,0.338631,0.385324,0.330761,0.393472,0.315946,0.392111,0.271894,0.390879,0.221813,0.445035,0.342485,0.443487,0.333883,0.440898,0.317765,0.430562,0.274867,0.417367,0.221585,0.337484,0.21731,0.342509,0.206846,0.356312,0.176506,0.37105,0.141174,0.391092,0.137087,0.471771,0.219876,0.465686,0.208431,0.448436,0.176278,0.4271,0.138946,0.40488,0.136858,0.391759,0.0895097,0.395772,0.118417,0.397587,0.130613,0.398801,0.140361,0.400748,0.16325,0.401858,0.178597,0.402629,0.19131,0.403728,0.205999,0.404023,0.216464,0.397948,0.120326,0.4016,0.113077,0.391555,0.11417,0.40882,0.109435,0.381008,0.112426,0.445666,0.324423,0.437569,0.325656,0.390356,0.322732,0.397738,0.324477,0.447963,0.336528,0.439645,0.337832,0.381846,0.33334,0.389417,0.33517,0.449462,0.343824,0.441002,0.345174,0.376393,0.339792,0.384084,0.341677,0.4271,0.138946,0.448436,0.176278,0.465686,0.208431,0.37105,0.141174,0.356312,0.176506,0.342509,0.206846,0.417367,0.221585,0.430562,0.274867,0.440898,0.317765,0.443487,0.333883,0.390879,0.221813,0.392111,0.271894,0.393472,0.315946,0.385324,0.330761,
3,0.380058,0.338643,0.385304,0.330768,0.393423,0.315942,0.39211,0.271901,0.390836,0.221772,0.44494,0.342466,0.443393,0.333865,0.440822,0.317745,0.430436,0.274882,0.417323,0.221573,0.33746,0.217341,0.342419,0.206874,0.35622,0.176518,0.370952,0.14115,0.390993,0.137071,0.471684,0.219884,0.465585,0.20845,0.448324,0.176302,0.426996,0.138955,0.404779,0.13684,0.391733,0.0894934,0.395685,0.118402,0.39749,0.130596,0.398748,0.140342,0.400721,0.16323,0.401835,0.178576,0.402603,0.191288,0.403702,0.205971,0.403985,0.216437,0.397905,0.120321,0.401561,0.113077,0.391515,0.114155,0.408757,0.109442,0.380941,0.112391,0.445536,0.324427,0.437436,0.325627,0.390352,0.322752,0.397732,0.324464,0.447844,0.33653,0.439524,0.337801,0.381847,0.333367,0.389417,0.335164,0.449353,0.343824,0.440891,0.345141,0.376396,0.339824,0.384086,0.341675,0.426996,0.138955,0.448324,0.176302,0.465585,0.20845,0.370952,0.14115,0.35622,0.176518,0.342419,0.206874,0.417323,0.221573,0.430436,0.274882,0.440822,0.317745,0.443393,0.333865,0.390836,0.221772,0.39211,0.271901,0.393423,0.315942,0.385304,0.330768,
4,0.380072,0.338672,0.385303,0.330784,0.393394,0.315939,0.392034,0.271876,0.390785,0.221753,0.444874,0.342441,0.44331,0.333842,0.440726,0.317723,0.43036,0.27487,0.417274,0.221567,0.337435,0.217369,0.342335,0.206893,0.356134,0.176533,0.370873,0.141142,0.390934,0.137027,0.471567,0.219892,0.465466,0.208461,0.448217,0.176305,0.426935,0.138921,0.404718,0.136807,0.391673,0.0895071,0.395625,0.118389,0.397442,0.130567,0.398727,0.140314,0.400699,0.163207,0.401805,0.178555,0.402568,0.191269,0.403661,0.20596,0.403938,0.216425,0.39789,0.120363,0.401535,0.113109,0.391492,0.114196,0.408699,0.109433,0.38089,0.112406,0.445396,0.324419,0.437295,0.3256,0.390336,0.322753,0.397721,0.324453,0.44774,0.336518,0.43942,0.337771,0.381851,0.333389,0.389425,0.335173,0.449275,0.343809,0.440812,0.345108,0.376412,0.339859,0.384106,0.341697,0.426935,0.138921,0.448217,0.176305,0.465466,0.208461,0.370873,0.141142,0.356134,0.176533,0.342335,0.206893,0.417274,0.221567,0.43036,0.27487,0.440726,0.317723,0.44331,0.333842,0.390785,0.221753,0.392034,0.271876,0.393394,0.315939,0.385303,0.330784,
5,0.380061,0.338706,0.385284,0.330808,0.393363,0.315946,0.392028,0.271861,0.390733,0.221704,0.444817,0.3424,0.443219,0.333803,0.440589,0.317689,0.430266,0.274859,0.417221,0.221548,0.337402,0.217446,0.342221,0.206932,0.356025,0.176557,0.37077,0.141173,0.390842,0.136987,0.471451,0.219908,0.465351,0.208481,0.448091,0.17633,0.426834,0.138923,0.404622,0.136783,0.391628,0.0894925,0.395542,0.118366,0.397365,0.130537,0.398701,0.140279,0.40068,0.16317,0.401778,0.178518,0.402532,0.191232,0.403631,0.205927,0.403893,0.216391,0.397871,0.120363,0.401509,0.113108,0.391467,0.114192,0.408633,0.10942,0.380827,0.112385,0.445236,0.324384,0.437137,0.325567,0.390302,0.322752,0.39769,0.324454,0.447638,0.336478,0.439321,0.337734,0.38183,0.333408,0.389408,0.335194,0.44921,0.343766,0.440751,0.345068,0.376398,0.33989,0.384097,0.34173,0.426834,0.138923,0.448091,0.17633,0.465351,0.208481,0.37077,0.141173,0.356025,0.176557,0.342221,0.206932,0.417221,0.221548,0.430266,0.274859,0.440589,0.317689,0.443219,0.333803,0.390733,0.221704,0.392028,0.271861,0.393363,0.315946,0.385284,0.330808,
6,0.380034,0.338718,0.385264,0.330819,0.393354,0.315955,0.391943,0.271862,0.390692,0.221668,0.444766,0.342357,0.443132,0.333767,0.440455,0.31766,0.430162,0.274847,0.41718,0.221521,0.337366,0.217478,0.342141,0.206956,0.355947,0.176579,0.370687,0.141184,0.390778,0.136955,0.471332,0.21993,0.465219,0.20851,0.447981,0.176348,0.426767,0.138913,0.404557,0.136761,0.391566,0.08948,0.395477,0.118347,0.39731,0.130512,0.398675,0.140252,0.400656,0.163144,0.401749,0.178492,0.402498,0.191205,0.403595,0.205895,0.403854,0.21636,0.39786,0.120357,0.401485,0.113097,0.391447,0.114189,0.408572,0.109393,0.380773,0.112381,0.445062,0.324363,0.436966,0.32554,0.390297,0.32276,0.397683,0.324463,0.447531,0.336446,0.439217,0.337697,0.381813,0.333418,0.389388,0.335206,0.449147,0.343727,0.440692,0.345024,0.376374,0.339901,0.38407,0.341742,0.426767,0.138913,0.447981,0.176348,0.465219,0.20851,0.370687,0.141184,0.355947,0.176579,0.342141,0.206956,0.41718,0.221521,0.430162,0.274847,0.440455,0.31766,0.443132,0.333767,0.390692,0.221668,0.391943,0.271862,0.393354,0.315955,0.385264,0.330819,
7,0.380036,0.33875,0.385257,0.330845,0.393327,0.315972,0.391892,0.271888,0.390685,0.221636,0.444728,0.342311,0.443044,0.333727,0.440304,0.317627,0.43004,0.274832,0.417169,0.221482,0.33731,0.217523,0.342057,0.206988,0.355852,0.176596,0.370585,0.141172,0.39068,0.136918,0.471197,0.219929,0.465062,0.208523,0.447847,0.176348,0.426665,0.138898,0.404456,0.136722,0.3915,0.0894569,0.395381,0.118317,0.397215,0.130477,0.398613,0.140219,0.400614,0.163114,0.401714,0.178463,0.402471,0.191175,0.403583,0.205857,0.403843,0.216323,0.397827,0.120347,0.401443,0.113083,0.391407,0.114175,0.408491,0.109369,0.380695,0.112356,0.444864,0.324336,0.436771,0.325508,0.390288,0.322787,0.397675,0.324475,0.44742,0.33641,0.43911,0.337656,0.381813,0.333453,0.38939,0.335225,0.449093,0.343684,0.440643,0.344978,0.37638,0.339941,0.384077,0.341768,0.426665,0.138898,0.447847,0.176348,0.465062,0.208523,0.370585,0.141172,0.355852,0.176596,0.342057,0.206988,0.417169,0.221482,0.43004,0.274832,0.440304,0.317627,0.443044,0.333727,0.390685,0.221636,0.391892,0.271888,0.393327,0.315972,0.385257,0.330845,
8,0.380043,0.338794,0.385245,0.330872,0.393282,0.315973,0.391842,0.271866,0.390562,0.221609,0.444688,0.342255,0.442951,0.333681,0.440129,0.317595,0.429909,0.274833,0.417051,0.221474,0.337271,0.217577,0.341972,0.207014,0.355779,0.176615,0.370518,0.141192,0.390619,0.136882,0.471054,0.219945,0.464917,0.208538,0.447732,0.176347,0.426602,0.138868,0.404395,0.136704,0.391421,0.0894439,0.395319,0.118297,0.397165,0.130452,0.39857,0.140195,0.400553,0.163091,0.401637,0.178441,0.40238,0.191154,0.40347,0.20584,0.403726,0.216306,0.397817,0.120335,0.401415,0.113064,0.391383,0.114171,0.408425,0.109331,0.380641,0.11236,0.444665,0.324302,0.436577,0.325484,0.390249,0.322786,0.397643,0.324465,0.447312,0.33636,0.439009,0.337618,0.381803,0.333481,0.389386,0.335244,0.449044,0.343622,0.440601,0.344929,0.376386,0.339988,0.384091,0.341804,0.426602,0.138868,0.447732,0.176347,0.464917,0.208538,0.370518,0.141192,0.355779,0.176615,0.341972,0.207014,0.417051,0.221474,0.429909,0.274833,0.440129,0.317595,0.442951,0.333681,0.390562,0.221609,0.391842,0.271866,0.393282,0.315973,0.385245,0.330872,
9,0.38,0.33881,0.385208,0.330885,0.393255,0.315982,0.391738,0.27187,0.390535,0.221576,0.444639,0.342212,0.442842,0.333652,0.439936,0.317583,0.429773,0.274825,0.417026,0.221451,0.337234,0.217617,0.341896,0.207035,0.355688,0.17663,0.370427,0.141165,0.390532,0.136857,0.470886,0.219969,0.464771,0.208552,0.447609,0.176349,0.426511,0.138856,0.404304,0.136693,0.391365,0.0894217,0.395235,0.118279,0.397092,0.130433,0.398552,0.14017,0.400546,0.163063,0.401624,0.178411,0.402362,0.191125,0.403449,0.205813,0.403702,0.216279,0.397786,0.120311,0.401378,0.113042,0.391347,0.114147,0.408353,0.109314,0.380572,0.112337,0.444436,0.324293,0.436354,0.325481,0.390217,0.322788,0.39761,0.324475,0.447185,0.33633,0.438888,0.337596,0.381762,0.333489,0.389346,0.33526,0.448982,0.343578,0.440546,0.344892,0.376342,0.339999,0.384046,0.341823,0.426511,0.138856,0.447609,0.176349,0.464771,0.208552,0.370427,0.141165,0.355688,0.17663,0.341896,0.207035,0.417026,0.221451,0.429773,0.274825,0.439936,0.317583,0.442842,0.333652,0.390535,0.221576,0.391738,0.27187,0.393255,0.315982,0.385208,0.330885,
10,0.380027,0.338836,0.385227,0.330895,0.393259,0.315967,0.391738,0.271845,0.390444,0.221567,0.444669,0.342134,0.442787,0.333594,0.439744,0.317553,0.429681,0.274802,0.416942,0.221451,0.337216,0.217664,0.341833,0.207062,0.355625,0.17664,0.370359,0.141141,0.390477,0.1368,0.470728,0.219993,0.464653,0.208558,0.447516,0.176344,0.42645,0.138837,0.404246,0.136648,0.391323,0.0894179,0.395183,0.118251,0.397044,0.130393,0.39852,0.140137,0.400506,0.163039,0.401572,0.178392,0.402301,0.191108,0.403364,0.20581,0.403615,0.216275,0.397787,0.120332,0.401368,0.113054,0.391341,0.114166,0.408308,0.109291,0.380534,0.112333,0.444239,0.324248,0.436167,0.325473,0.390236,0.322771,0.397631,0.32445,0.447123,0.336254,0.438838,0.337559,0.381789,0.3335,0.389373,0.335263,0.449006,0.34348,0.440582,0.344835,0.376372,0.340027,0.384077,0.341843,0.42645,0.138837,0.447516,0.176344,0.464653,0.208558,0.370359,0.141141,0.355625,0.17664,0.341833,0.207062,0.416942,0.221451,0.429681,0.274802,0.439744,0.317553,0.442787,0.333594,0.390444,0.221567,0.391738,0.271845,0.393259,0.315967,0.385227,0.330895,
