Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.477411,0.276618,0.486915,0.275983,0.502904,0.272746,0.500922,0.231429,0.498122,0.184824,0.475277,0.306124,0.485507,0.302265,0.502101,0.293368,0.497202,0.245905,0.502674,0.193069,0.49736,0.168025,0.498041,0.160453,0.500861,0.137862,0.499256,0.109081,0.497465,0.108114,0.49529,0.205265,0.497194,0.192454,0.503973,0.157686,0.504426,0.117021,0.499988,0.110506,0.490407,0.0642207,0.496245,0.0916181,0.501434,0.103906,0.508171,0.114355,0.508119,0.135969,0.506456,0.150077,0.504609,0.161582,0.507621,0.176319,0.502762,0.184715,0.475814,0.0902459,0.48043,0.0850004,0.477772,0.0843343,0.495833,0.0849658,0.487866,0.0831159,0.504521,0.303107,0.502253,0.299658,0.504275,0.278275,0.502626,0.282047,0.487188,0.307639,0.485121,0.304117,0.488124,0.277435,0.486313,0.281173,0.476559,0.310056,0.474615,0.306491,0.478509,0.276701,0.476602,0.280416,0.504426,0.117021,0.503973,0.157686,0.497194,0.192454,0.499256,0.109081,0.500861,0.137862,0.498041,0.160453,0.502674,0.193069,0.497202,0.245905,0.502101,0.293368,0.485507,0.302265,0.498122,0.184824,0.500922,0.231429,0.502904,0.272746,0.486915,0.275983,
2,0.477375,0.276624,0.48688,0.275985,0.502871,0.272733,0.500886,0.231426,0.498136,0.18481,0.475285,0.306054,0.485514,0.302201,0.502112,0.293318,0.497242,0.245868,0.50264,0.193043,0.497329,0.16803,0.497988,0.160446,0.500825,0.137852,0.499253,0.109066,0.49748,0.108095,0.495319,0.205252,0.497182,0.19243,0.503939,0.157662,0.504496,0.117003,0.499958,0.110487,0.490393,0.0642076,0.496233,0.0916016,0.501426,0.103888,0.508174,0.114337,0.508133,0.135951,0.506471,0.150058,0.504622,0.161562,0.507624,0.176307,0.502757,0.184697,0.47581,0.0902351,0.480428,0.0849889,0.477761,0.0843231,0.495834,0.0849508,0.487844,0.0831013,0.504522,0.303054,0.502252,0.299582,0.504237,0.278307,0.502582,0.282042,0.487192,0.30758,0.485122,0.304034,0.488088,0.277466,0.48627,0.281167,0.476565,0.309994,0.474618,0.306405,0.478474,0.276732,0.47656,0.280411,0.504496,0.117003,0.503939,0.157662,0.497182,0.19243,0.499253,0.109066,0.500825,0.137852,0.497988,0.160446,0.50264,0.193043,0.497242,0.245868,0.502112,0.293318,0.485514,0.302201,0.498136,0.18481,0.500886,0.231426,0.502871,0.272733,0.48688,0.275985,
3,0.477352,0.27662,0.486858,0.275974,0.502852,0.272703,0.500854,0.231419,0.498179,0.184776,0.475309,0.306005,0.485536,0.302152,0.502136,0.293276,0.497213,0.245825,0.502658,0.193025,0.49732,0.168048,0.49792,0.160432,0.50078,0.137835,0.499268,0.109034,0.497488,0.108067,0.495339,0.205238,0.49717,0.192416,0.503908,0.157651,0.504526,0.117,0.499923,0.110448,0.49038,0.064189,0.496217,0.091574,0.501411,0.103856,0.508169,0.11431,0.508136,0.135928,0.50648,0.150036,0.504636,0.16154,0.507648,0.176282,0.502786,0.184671,0.475807,0.0902245,0.480429,0.0849845,0.477749,0.084303,0.49584,0.0849506,0.487811,0.0830577,0.504537,0.303006,0.502255,0.299496,0.504213,0.278313,0.502558,0.282017,0.487215,0.307538,0.485132,0.303955,0.488063,0.27748,0.486244,0.28115,0.476593,0.309957,0.474633,0.306331,0.47845,0.276749,0.476534,0.280398,0.504526,0.117,0.503908,0.157651,0.49717,0.192416,0.499268,0.109034,0.50078,0.137835,0.49792,0.160432,0.502658,0.193025,0.497213,0.245825,0.502136,0.293276,0.485536,0.302152,0.498179,0.184776,0.500854,0.231419,0.502852,0.272703,0.486858,0.275974,
4,0.477319,0.276636,0.486827,0.275974,0.50282,0.272676,0.500843,0.231369,0.498156,0.184738,0.475352,0.305973,0.485573,0.302111,0.502165,0.293227,0.497226,0.245791,0.502631,0.192997,0.497306,0.168062,0.497864,0.160416,0.500722,0.137819,0.499256,0.109013,0.497549,0.10803,0.495341,0.205209,0.497155,0.192387,0.503877,0.157621,0.504576,0.116966,0.499942,0.110411,0.490338,0.0641906,0.496233,0.0915571,0.50145,0.103829,0.508211,0.114289,0.508158,0.135907,0.506491,0.150013,0.504638,0.161514,0.507636,0.176258,0.502765,0.184642,0.475832,0.0902644,0.480446,0.0850129,0.477753,0.0843371,0.49586,0.0849379,0.487796,0.0830625,0.504566,0.302949,0.502263,0.299413,0.504184,0.278295,0.502536,0.281993,0.487258,0.3075,0.485154,0.303891,0.488031,0.277486,0.486219,0.28115,0.476645,0.309933,0.474662,0.30628,0.478415,0.27677,0.476507,0.280412,0.504576,0.116966,0.503877,0.157621,0.497155,0.192387,0.499256,0.109013,0.500722,0.137819,0.497864,0.160416,0.502631,0.192997,0.497226,0.245791,0.502165,0.293227,0.485573,0.302111,0.498156,0.184738,0.500843,0.231369,0.50282,0.272676,0.486827,0.275974,
5,0.477278,0.276642,0.486785,0.275969,0.502773,0.272651,0.500828,0.231348,0.498193,0.184691,0.475415,0.305939,0.485626,0.302059,0.5022,0.29315,0.497213,0.245743,0.502617,0.19296,0.497255,0.168106,0.497803,0.160409,0.500696,0.137814,0.499225,0.109019,0.497593,0.107987,0.495351,0.205191,0.497136,0.192366,0.503863,0.157612,0.504629,0.116961,0.499911,0.110368,0.490315,0.0641705,0.496228,0.091525,0.501456,0.103792,0.50823,0.114255,0.508183,0.135875,0.506516,0.149979,0.504663,0.161479,0.507656,0.176225,0.502779,0.184603,0.475844,0.0902641,0.480461,0.0850107,0.477747,0.0843296,0.495882,0.0849212,0.48776,0.0830312,0.504611,0.302863,0.502282,0.29932,0.504146,0.278265,0.502503,0.281967,0.487324,0.307447,0.485192,0.303829,0.487992,0.277477,0.486185,0.281147,0.476722,0.3099,0.474711,0.306239,0.478374,0.276773,0.476471,0.28042,0.504629,0.116961,0.503863,0.157612,0.497136,0.192366,0.499225,0.109019,0.500696,0.137814,0.497803,0.160409,0.502617,0.19296,0.497213,0.245743,0.5022,0.29315,0.485626,0.302059,0.498193,0.184691,0.500828,0.231348,0.502773,0.272651,0.486785,0.275969,
6,0.47725,0.27663,0.486754,0.275958,0.502739,0.272641,0.500786,0.231306,0.498225,0.184658,0.475482,0.305909,0.485682,0.302012,0.50224,0.293082,0.497223,0.245698,0.502648,0.192933,0.497229,0.168118,0.497749,0.160398,0.50064,0.137806,0.499182,0.109008,0.497619,0.107953,0.495345,0.205173,0.497118,0.192351,0.503855,0.157601,0.50466,0.116946,0.499894,0.110334,0.490292,0.0641507,0.496224,0.091498,0.50146,0.103761,0.508241,0.114229,0.508195,0.135849,0.50653,0.149952,0.504679,0.16145,0.507681,0.176193,0.502808,0.184572,0.475854,0.090259,0.480474,0.0849997,0.477741,0.0843235,0.495901,0.0848918,0.487728,0.0830164,0.504657,0.302785,0.502295,0.299224,0.504115,0.278257,0.502468,0.281957,0.487393,0.307401,0.485227,0.303765,0.487964,0.277467,0.486152,0.281135,0.476804,0.309875,0.474758,0.306195,0.478348,0.276761,0.47644,0.280407,0.50466,0.116946,0.503855,0.157601,0.497118,0.192351,0.499182,0.109008,0.50064,0.137806,0.497749,0.160398,0.502648,0.192933,0.497223,0.245698,0.50224,0.293082,0.485682,0.302012,0.498225,0.184658,0.500786,0.231306,0.502739,0.272641,0.486754,0.275958,
7,0.477207,0.276639,0.486712,0.27596,0.502699,0.272629,0.50072,0.231289,0.498274,0.184641,0.475557,0.305885,0.485743,0.301964,0.502277,0.293001,0.497229,0.245642,0.502676,0.192902,0.497169,0.168127,0.497685,0.160391,0.500588,0.13779,0.499173,0.10898,0.497637,0.107909,0.495355,0.205133,0.497109,0.192315,0.503882,0.157576,0.504682,0.116918,0.499878,0.110279,0.490269,0.0641211,0.496217,0.0914576,0.501461,0.103716,0.508245,0.114189,0.508194,0.135813,0.506532,0.149917,0.504687,0.161418,0.507706,0.176162,0.502843,0.184546,0.475865,0.090247,0.480487,0.0849849,0.477734,0.0843061,0.495921,0.0848619,0.487692,0.0829798,0.504705,0.302692,0.502302,0.299111,0.504074,0.278259,0.502429,0.281948,0.487471,0.307353,0.485262,0.303695,0.487921,0.277479,0.486112,0.281135,0.476898,0.309856,0.474809,0.306154,0.478305,0.276779,0.476399,0.280413,0.504682,0.116918,0.503882,0.157576,0.497109,0.192315,0.499173,0.10898,0.500588,0.13779,0.497685,0.160391,0.502676,0.192902,0.497229,0.245642,0.502277,0.293001,0.485743,0.301964,0.498274,0.184641,0.50072,0.231289,0.502699,0.272629,0.486712,0.27596,
8,0.477163,0.27666,0.486669,0.27596,0.502653,0.272593,0.500703,0.231247,0.49824,0.184576,0.475638,0.305854,0.485809,0.30191,0.502318,0.292913,0.497209,0.245588,0.502676,0.192861,0.497106,0.168147,0.497627,0.16038,0.500554,0.137786,0.499142,0.108982,0.497661,0.107871,0.49535,0.205101,0.497113,0.192288,0.503908,0.157555,0.504727,0.116888,0.499878,0.110253,0.490256,0.0641005,0.496222,0.091432,0.501474,0.103688,0.508259,0.114162,0.5082,0.135781,0.506533,0.149881,0.504684,0.161377,0.507693,0.176114,0.502827,0.184494,0.475885,0.0902383,0.480509,0.0849676,0.477738,0.0843,0.495949,0.0848236,0.487669,0.0829735,0.504758,0.302594,0.502315,0.299009,0.504034,0.278227,0.5024,0.281914,0.487555,0.307296,0.485304,0.303634,0.487878,0.277481,0.486079,0.281135,0.476998,0.309825,0.474866,0.306117,0.478259,0.276801,0.476363,0.280433,0.504727,0.116888,0.503908,0.157555,0.497113,0.192288,0.499142,0.108982,0.500554,0.137786,0.497627,0.16038,0.502676,0.192861,0.497209,0.245588,0.502318,0.292913,0.485809,0.30191,0.49824,0.184576,0.500703,0.231247,0.502653,0.272593,0.486669,0.27596,
9,0.477123,0.276639,0.486627,0.275939,0.502605,0.272571,0.50064,0.231194,0.498254,0.184544,0.475703,0.305824,0.485859,0.301858,0.502342,0.292829,0.497223,0.245537,0.50269,0.192837,0.497064,0.168161,0.49758,0.16037,0.500498,0.13777,0.499161,0.108949,0.497693,0.107842,0.495343,0.20507,0.497103,0.192256,0.503927,0.157532,0.504725,0.11686,0.499832,0.11022,0.490254,0.0640752,0.496213,0.0914029,0.501467,0.103658,0.508267,0.114137,0.508222,0.135758,0.506558,0.149857,0.504709,0.161352,0.507713,0.17609,0.502843,0.184467,0.475893,0.0902147,0.480525,0.0849454,0.477734,0.0842739,0.495971,0.0848019,0.487639,0.082941,0.504792,0.302498,0.502303,0.298903,0.503993,0.278199,0.502356,0.281891,0.487623,0.307242,0.485325,0.303569,0.487839,0.277455,0.486038,0.281115,0.477085,0.309797,0.474904,0.306078,0.478221,0.276777,0.476323,0.280414,0.504725,0.11686,0.503927,0.157532,0.497103,0.192256,0.499161,0.108949,0.500498,0.13777,0.49758,0.16037,0.50269,0.192837,0.497223,0.245537,0.502342,0.292829,0.485859,0.301858,0.498254,0.184544,0.50064,0.231194,0.502605,0.272571,0.486627,0.275939,
10,0.477101,0.276662,0.486602,0.275944,0.502573,0.272546,0.500615,0.231162,0.498161,0.184484,0.47582,0.305821,0.485955,0.301823,0.5024,0.292743,0.497265,0.245499,0.502649,0.192802,0.496998,0.168177,0.497504,0.160359,0.500447,0.137755,0.499166,0.108918,0.497752,0.107793,0.495377,0.205056,0.49714,0.192238,0.503972,0.157517,0.504766,0.11684,0.499865,0.110175,0.490234,0.0640656,0.496243,0.0913764,0.501514,0.103623,0.508308,0.114109,0.50823,0.135731,0.506547,0.149825,0.504683,0.161316,0.507662,0.176051,0.502781,0.184423,0.475934,0.0902402,0.480561,0.0849611,0.477754,0.0842933,0.496012,0.0847814,0.487635,0.0829323,0.504872,0.302402,0.502328,0.298824,0.503973,0.278182,0.502338,0.281868,0.487745,0.3072,0.48539,0.303542,0.48782,0.277467,0.48602,0.28112,0.47723,0.309787,0.474991,0.306083,0.478202,0.276804,0.476305,0.280436,0.504766,0.11684,0.503972,0.157517,0.49714,0.192238,0.499166,0.108918,0.500447,0.137755,0.497504,0.160359,0.502649,0.192802,0.497265,0.245499,0.5024,0.292743,0.485955,0.301823,0.498161,0.184484,0.500615,0.231162,0.502573,0.272546,0.486602,0.275944,
