Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.544987,0.401396,0.553984,0.395435,0.5687,0.383421,0.569043,0.339847,0.575408,0.285391,0.591143,0.42331,0.596536,0.414907,0.605226,0.39886,0.601492,0.35083,0.598972,0.292147,0.531504,0.269683,0.538206,0.260611,0.555893,0.233736,0.564506,0.202634,0.579428,0.201522,0.669776,0.305076,0.660977,0.291517,0.642323,0.25187,0.615633,0.210695,0.591365,0.203302,0.571886,0.165342,0.581239,0.187725,0.586581,0.196755,0.591632,0.205564,0.59191,0.228835,0.591112,0.24449,0.59006,0.257483,0.591914,0.272565,0.588653,0.283338,0.565659,0.198782,0.571141,0.192519,0.563108,0.190584,0.588109,0.18591,0.565317,0.18075,0.609715,0.40851,0.601474,0.406276,0.56543,0.389241,0.571134,0.393504,0.600935,0.419999,0.592556,0.417616,0.551026,0.396844,0.556682,0.401261,0.59548,0.426912,0.587013,0.424435,0.542079,0.401301,0.547703,0.405813,0.615633,0.210695,0.642323,0.25187,0.660977,0.291517,0.564506,0.202634,0.555893,0.233736,0.538206,0.260611,0.598972,0.292147,0.601492,0.35083,0.605226,0.39886,0.596536,0.414907,0.575408,0.285391,0.569043,0.339847,0.5687,0.383421,0.553984,0.395435,
2,0.544995,0.401387,0.553992,0.395414,0.568698,0.383372,0.569043,0.339833,0.575474,0.28528,0.591137,0.423341,0.596525,0.414934,0.6052,0.398872,0.60146,0.350846,0.598989,0.29211,0.531345,0.269588,0.538138,0.260531,0.555845,0.233665,0.564541,0.202641,0.579475,0.201602,0.6699,0.305035,0.661012,0.29153,0.64232,0.251893,0.615664,0.210744,0.591379,0.203401,0.571933,0.165254,0.581254,0.18775,0.586609,0.196814,0.591725,0.205562,0.592104,0.228779,0.591321,0.244418,0.590254,0.257402,0.592045,0.272522,0.588724,0.283274,0.565572,0.198676,0.571068,0.192422,0.563065,0.190476,0.588076,0.185902,0.565367,0.180708,0.609704,0.408516,0.601462,0.406292,0.565473,0.389219,0.571173,0.393456,0.600931,0.420021,0.592551,0.417648,0.551055,0.396842,0.556707,0.401233,0.595479,0.426939,0.58701,0.424473,0.5421,0.40131,0.547719,0.405796,0.615664,0.210744,0.64232,0.251893,0.661012,0.29153,0.564541,0.202641,0.555845,0.233665,0.538138,0.260531,0.598989,0.29211,0.60146,0.350846,0.6052,0.398872,0.596525,0.414934,0.575474,0.28528,0.569043,0.339833,0.568698,0.383372,0.553992,0.395414,
3,0.545011,0.401377,0.554006,0.395391,0.568692,0.383321,0.569077,0.339791,0.575541,0.285207,0.591142,0.423336,0.596521,0.414937,0.605186,0.398886,0.601509,0.350854,0.599041,0.292088,0.531189,0.269514,0.538027,0.260448,0.555792,0.23362,0.564572,0.202676,0.579508,0.201653,0.669991,0.304971,0.661046,0.291502,0.642283,0.251895,0.615692,0.210739,0.591408,0.203438,0.571972,0.165154,0.581274,0.187741,0.586631,0.196836,0.591779,0.205553,0.592238,0.228744,0.591475,0.244376,0.590405,0.257356,0.592153,0.272491,0.5888,0.283231,0.565503,0.198559,0.571009,0.192313,0.563035,0.190358,0.58805,0.185866,0.565418,0.180646,0.609674,0.408535,0.601428,0.406306,0.565527,0.389221,0.571224,0.393412,0.600921,0.420027,0.592536,0.41765,0.551098,0.396856,0.556745,0.401201,0.595482,0.426937,0.587007,0.424466,0.542134,0.401331,0.547748,0.405771,0.615692,0.210739,0.642283,0.251895,0.661046,0.291502,0.564572,0.202676,0.555792,0.23362,0.538027,0.260448,0.599041,0.292088,0.601509,0.350854,0.605186,0.398886,0.596521,0.414937,0.575541,0.285207,0.569077,0.339791,0.568692,0.383321,0.554006,0.395391,
4,0.54503,0.40137,0.554025,0.39537,0.568701,0.383275,0.569064,0.339773,0.575564,0.285131,0.591138,0.423352,0.596515,0.414957,0.605179,0.398903,0.601459,0.350896,0.599066,0.292053,0.531002,0.269415,0.5379,0.260348,0.555754,0.233555,0.564635,0.202669,0.579555,0.201689,0.670079,0.304936,0.661092,0.291495,0.642273,0.251907,0.615721,0.210764,0.591435,0.203485,0.572008,0.165044,0.5813,0.187727,0.586669,0.196857,0.591851,0.205545,0.592364,0.228705,0.591607,0.244328,0.590524,0.257302,0.592222,0.272453,0.58884,0.283182,0.565436,0.198432,0.57095,0.192193,0.563006,0.190233,0.588025,0.185818,0.565474,0.180583,0.609658,0.408553,0.60141,0.406317,0.565581,0.389203,0.571274,0.393368,0.600912,0.420049,0.592524,0.417665,0.551139,0.396856,0.556782,0.401174,0.595475,0.426957,0.586998,0.424479,0.542168,0.401342,0.547776,0.405754,0.615721,0.210764,0.642273,0.251907,0.661092,0.291495,0.564635,0.202669,0.555754,0.233555,0.5379,0.260348,0.599066,0.292053,0.601459,0.350896,0.605179,0.398903,0.596515,0.414957,0.575564,0.285131,0.569064,0.339773,0.568701,0.383275,0.554025,0.39537,
5,0.545061,0.40139,0.554056,0.395379,0.568726,0.383261,0.569084,0.339758,0.575571,0.285105,0.591139,0.423369,0.596509,0.414985,0.605163,0.398943,0.60145,0.350941,0.599033,0.2921,0.53077,0.269323,0.53775,0.260272,0.5557,0.233534,0.564669,0.202707,0.579602,0.201733,0.670167,0.304889,0.661136,0.291478,0.642241,0.251919,0.615734,0.210784,0.591453,0.20353,0.572095,0.164929,0.581337,0.187714,0.586704,0.196887,0.591926,0.205571,0.592484,0.228719,0.591726,0.24434,0.590624,0.257312,0.592277,0.272485,0.588849,0.283199,0.565387,0.198293,0.570916,0.192066,0.563,0.190093,0.588026,0.185779,0.56555,0.180506,0.609633,0.408598,0.601382,0.406362,0.565627,0.389193,0.571318,0.39335,0.600902,0.42008,0.592511,0.417696,0.55118,0.396868,0.55682,0.401179,0.595475,0.426976,0.586993,0.424498,0.542205,0.401365,0.54781,0.40577,0.615734,0.210784,0.642241,0.251919,0.661136,0.291478,0.564669,0.202707,0.5557,0.233534,0.53775,0.260272,0.599033,0.2921,0.60145,0.350941,0.605163,0.398943,0.596509,0.414985,0.575571,0.285105,0.569084,0.339758,0.568726,0.383261,0.554056,0.395379,
6,0.545082,0.401412,0.554076,0.395386,0.568739,0.383247,0.569106,0.339726,0.575597,0.285066,0.591136,0.423387,0.596501,0.415006,0.605146,0.398961,0.601448,0.350947,0.59905,0.292083,0.530566,0.269228,0.537587,0.260155,0.555644,0.233474,0.564704,0.202701,0.579641,0.201734,0.670217,0.304865,0.661187,0.291453,0.642207,0.251929,0.615756,0.210783,0.591487,0.203531,0.572159,0.164786,0.581379,0.187663,0.586743,0.196875,0.591972,0.205558,0.592549,0.228697,0.591791,0.244315,0.590682,0.257286,0.592318,0.272465,0.588877,0.283173,0.56535,0.198132,0.570888,0.191911,0.562999,0.189933,0.588027,0.185694,0.565622,0.180408,0.609616,0.408616,0.601362,0.406382,0.565659,0.389178,0.571349,0.393331,0.600895,0.4201,0.592501,0.417718,0.551209,0.396876,0.556847,0.401182,0.595472,0.426994,0.586988,0.424518,0.542232,0.401389,0.547836,0.405789,0.615756,0.210783,0.642207,0.251929,0.661187,0.291453,0.564704,0.202701,0.555644,0.233474,0.537587,0.260155,0.59905,0.292083,0.601448,0.350947,0.605146,0.398961,0.596501,0.415006,0.575597,0.285066,0.569106,0.339726,0.568739,0.383247,0.554076,0.395386,
7,0.545111,0.401406,0.5541,0.395372,0.568755,0.38322,0.569135,0.339706,0.575599,0.285032,0.59114,0.423411,0.596497,0.415028,0.605133,0.398976,0.601444,0.350946,0.599043,0.292072,0.530342,0.269124,0.537421,0.26003,0.555591,0.233402,0.564746,0.202685,0.579674,0.201727,0.670247,0.304851,0.661236,0.291428,0.642181,0.251934,0.615779,0.210775,0.591511,0.203527,0.572227,0.164615,0.581419,0.187597,0.586778,0.196856,0.592013,0.205544,0.592599,0.228678,0.591836,0.244295,0.590718,0.257265,0.592337,0.27245,0.588882,0.283153,0.565324,0.197946,0.570873,0.191726,0.563005,0.189753,0.588036,0.185577,0.565689,0.180301,0.609598,0.408629,0.601342,0.406393,0.56568,0.389153,0.571373,0.393302,0.600891,0.420122,0.592493,0.417738,0.551235,0.396863,0.556876,0.401166,0.595476,0.427019,0.586988,0.424541,0.542261,0.401384,0.547868,0.40578,0.615779,0.210775,0.642181,0.251934,0.661236,0.291428,0.564746,0.202685,0.555591,0.233402,0.537421,0.26003,0.599043,0.292072,0.601444,0.350946,0.605133,0.398976,0.596497,0.415028,0.575599,0.285032,0.569135,0.339706,0.568755,0.38322,0.5541,0.395372,
8,0.54513,0.401397,0.554119,0.395361,0.568772,0.383205,0.569121,0.339686,0.575582,0.285017,0.591139,0.423427,0.596489,0.415047,0.605113,0.398996,0.601441,0.35095,0.599016,0.292074,0.53012,0.26901,0.537244,0.259898,0.555528,0.233327,0.564783,0.202652,0.579726,0.201683,0.670268,0.304836,0.661267,0.291407,0.642142,0.251938,0.615796,0.210771,0.591555,0.203491,0.572292,0.164436,0.581477,0.187508,0.586838,0.196812,0.592062,0.205527,0.59262,0.228671,0.59184,0.24429,0.59071,0.257262,0.592323,0.272446,0.588863,0.283147,0.56534,0.19776,0.570891,0.191533,0.563039,0.189575,0.588068,0.185428,0.565764,0.180193,0.609575,0.408649,0.601316,0.406415,0.565699,0.389136,0.571392,0.393285,0.600882,0.420141,0.592481,0.417758,0.551255,0.396852,0.556896,0.401154,0.595474,0.427035,0.586983,0.424558,0.542281,0.401375,0.547888,0.405772,0.615796,0.210771,0.642142,0.251938,0.661267,0.291407,0.564783,0.202652,0.555528,0.233327,0.537244,0.259898,0.599016,0.292074,0.601441,0.35095,0.605113,0.398996,0.596489,0.415047,0.575582,0.285017,0.569121,0.339686,0.568772,0.383205,0.554119,0.395361,
9,0.545158,0.401392,0.554144,0.39535,0.568793,0.383186,0.569118,0.339668,0.575605,0.284991,0.591148,0.423452,0.596489,0.415068,0.605099,0.399004,0.601436,0.350948,0.599025,0.292059,0.529884,0.268907,0.53706,0.259771,0.555471,0.233256,0.564811,0.202647,0.579747,0.201687,0.670271,0.304828,0.661288,0.291385,0.642118,0.251932,0.6158,0.21078,0.591574,0.203493,0.572411,0.164203,0.581525,0.187424,0.586864,0.196796,0.592086,0.205516,0.592659,0.228652,0.59188,0.244271,0.590746,0.257241,0.592353,0.272431,0.588883,0.283129,0.565331,0.197508,0.570903,0.19128,0.563066,0.189332,0.588105,0.185267,0.565845,0.180057,0.609561,0.408653,0.601298,0.40642,0.565723,0.389116,0.571417,0.393263,0.600883,0.420159,0.592479,0.417778,0.551282,0.396841,0.556924,0.401142,0.595485,0.427059,0.58699,0.424584,0.542309,0.40137,0.547917,0.405765,0.6158,0.21078,0.642118,0.251932,0.661288,0.291385,0.564811,0.202647,0.555471,0.233256,0.53706,0.259771,0.599025,0.292059,0.601436,0.350948,0.605099,0.399004,0.596489,0.415068,0.575605,0.284991,0.569118,0.339668,0.568793,0.383186,0.554144,0.39535,
10,0.545179,0.401391,0.554162,0.395343,0.568803,0.383168,0.569106,0.339656,0.575613,0.284975,0.591154,0.423469,0.596488,0.415084,0.605086,0.399013,0.601399,0.350945,0.599023,0.292051,0.529647,0.268808,0.536872,0.259644,0.555413,0.23319,0.56482,0.202644,0.579764,0.201689,0.670251,0.304836,0.661303,0.291369,0.642091,0.251929,0.615796,0.210789,0.591589,0.203495,0.572555,0.163946,0.581577,0.187331,0.586889,0.196777,0.592108,0.205507,0.592696,0.228636,0.591915,0.244254,0.590775,0.257225,0.592371,0.272425,0.588891,0.283118,0.565344,0.197232,0.57094,0.191,0.563113,0.189067,0.588163,0.185083,0.56593,0.179913,0.609547,0.40866,0.601282,0.406428,0.565738,0.389098,0.571434,0.393243,0.600883,0.420174,0.592475,0.417794,0.5513,0.396834,0.556945,0.401133,0.595492,0.427076,0.586994,0.424602,0.542331,0.40137,0.547941,0.405763,0.615796,0.210789,0.642091,0.251929,0.661303,0.291369,0.56482,0.202644,0.555413,0.23319,0.536872,0.259644,0.599023,0.292051,0.601399,0.350945,0.605086,0.399013,0.596488,0.415084,0.575613,0.284975,0.569106,0.339656,0.568803,0.383168,0.554162,0.395343,
