Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.47495,0.389639,0.487123,0.388998,0.507628,0.385594,0.500935,0.340116,0.501259,0.284295,0.476796,0.430859,0.490042,0.426811,0.511834,0.417444,0.505829,0.364689,0.504032,0.299814,0.508183,0.254829,0.510209,0.247166,0.514639,0.222809,0.501139,0.188759,0.494784,0.190547,0.527009,0.343825,0.525396,0.3241,0.523579,0.270031,0.506015,0.211278,0.495913,0.19558,0.465478,0.144929,0.486072,0.174303,0.497845,0.186878,0.50872,0.199198,0.5097,0.226481,0.508483,0.244142,0.506879,0.25844,0.511805,0.276432,0.505646,0.286767,0.458209,0.181778,0.459609,0.175947,0.460248,0.172023,0.476032,0.17307,0.476992,0.162214,0.513843,0.42972,0.511504,0.423353,0.508746,0.390299,0.507548,0.396765,0.491524,0.434148,0.489523,0.427677,0.488189,0.38935,0.486718,0.39577,0.477915,0.436563,0.476121,0.43003,0.475932,0.388532,0.4743,0.394921,0.506015,0.211278,0.523579,0.270031,0.525396,0.3241,0.501139,0.188759,0.514639,0.222809,0.510209,0.247166,0.504032,0.299814,0.505829,0.364689,0.511834,0.417444,0.490042,0.426811,0.501259,0.284295,0.500935,0.340116,0.507628,0.385594,0.487123,0.388998,
2,0.474964,0.389635,0.487132,0.388981,0.507626,0.385543,0.500877,0.340094,0.50143,0.284212,0.476759,0.430883,0.490004,0.426827,0.511787,0.417438,0.505764,0.364686,0.504118,0.299788,0.508083,0.254675,0.510218,0.247062,0.51467,0.222719,0.501175,0.188778,0.494817,0.190654,0.527107,0.34384,0.525404,0.324129,0.523693,0.270069,0.505996,0.211344,0.495878,0.195697,0.465634,0.144843,0.48608,0.174336,0.497824,0.186952,0.508776,0.199222,0.509977,0.226492,0.508818,0.244149,0.507218,0.258438,0.512038,0.276448,0.50581,0.286736,0.458183,0.181636,0.459595,0.175819,0.460287,0.171893,0.475997,0.173052,0.477108,0.162183,0.513808,0.429716,0.511467,0.423358,0.508763,0.390296,0.507555,0.396734,0.491492,0.434163,0.489489,0.427701,0.488209,0.389362,0.486728,0.395753,0.477881,0.436584,0.476085,0.43006,0.475954,0.388551,0.474311,0.394912,0.505996,0.211344,0.523693,0.270069,0.525404,0.324129,0.501175,0.188778,0.51467,0.222719,0.510218,0.247062,0.504118,0.299788,0.505764,0.364686,0.511787,0.417438,0.490004,0.426827,0.50143,0.284212,0.500877,0.340094,0.507626,0.385543,0.487132,0.388981,
3,0.474995,0.389636,0.48716,0.388968,0.507647,0.385491,0.500915,0.340067,0.501556,0.284166,0.476734,0.430876,0.489981,0.426826,0.51177,0.417444,0.505797,0.364718,0.504225,0.299792,0.507995,0.254544,0.510206,0.246941,0.5147,0.222658,0.501211,0.188828,0.494855,0.190722,0.527204,0.343814,0.525437,0.324114,0.52374,0.270063,0.505972,0.211343,0.495907,0.195749,0.465811,0.144742,0.486136,0.174333,0.497849,0.186985,0.508839,0.19923,0.510163,0.226503,0.509037,0.244165,0.50744,0.258452,0.512207,0.276465,0.505944,0.286727,0.458214,0.181489,0.459633,0.175683,0.460371,0.171758,0.476014,0.173005,0.477256,0.162131,0.513781,0.429718,0.511429,0.423352,0.508796,0.390324,0.507577,0.396713,0.491468,0.434162,0.489453,0.427692,0.488245,0.389398,0.486751,0.39574,0.477857,0.43658,0.476049,0.430047,0.475993,0.388591,0.474336,0.394903,0.505972,0.211343,0.52374,0.270063,0.525437,0.324114,0.501211,0.188828,0.5147,0.222658,0.510206,0.246941,0.504225,0.299792,0.505797,0.364718,0.51177,0.417444,0.489981,0.426826,0.501556,0.284166,0.500915,0.340067,0.507647,0.385491,0.48716,0.388968,
4,0.475028,0.389641,0.487188,0.388959,0.507664,0.385451,0.500873,0.340039,0.501647,0.2841,0.476696,0.430885,0.489945,0.426838,0.511734,0.417454,0.505686,0.364728,0.504333,0.299773,0.507868,0.254375,0.510165,0.246794,0.514744,0.222579,0.5013,0.188841,0.494913,0.190779,0.527279,0.343818,0.525445,0.324124,0.523835,0.270083,0.505974,0.211382,0.495924,0.195813,0.466,0.14463,0.486198,0.174327,0.497879,0.187021,0.508908,0.199243,0.51035,0.226508,0.509254,0.244166,0.507657,0.258446,0.512363,0.276459,0.506062,0.286697,0.45825,0.181333,0.459676,0.175535,0.460465,0.171615,0.476033,0.172943,0.477417,0.162079,0.513745,0.429724,0.511388,0.423349,0.508831,0.390333,0.507601,0.396693,0.491433,0.434175,0.489414,0.427696,0.488283,0.389419,0.486777,0.395732,0.47782,0.436591,0.476007,0.43005,0.476034,0.38862,0.474366,0.394902,0.505974,0.211382,0.523835,0.270083,0.525445,0.324124,0.5013,0.188841,0.514744,0.222579,0.510165,0.246794,0.504333,0.299773,0.505686,0.364728,0.511734,0.417454,0.489945,0.426838,0.501647,0.2841,0.500873,0.340039,0.507664,0.385451,0.487188,0.388959,
5,0.475066,0.389678,0.487221,0.388984,0.507686,0.38545,0.500892,0.340033,0.501676,0.284076,0.476661,0.430896,0.489913,0.426859,0.511708,0.417485,0.505658,0.36477,0.504286,0.29981,0.507725,0.254199,0.510122,0.246668,0.514777,0.222544,0.501371,0.188897,0.495005,0.190849,0.527366,0.34381,0.525455,0.324122,0.523902,0.270093,0.505959,0.211408,0.495959,0.195872,0.466257,0.144526,0.48631,0.174327,0.497946,0.187068,0.508987,0.199297,0.510485,0.226567,0.509389,0.244226,0.507774,0.258498,0.512416,0.276518,0.506074,0.28672,0.458333,0.18117,0.459774,0.175389,0.460606,0.171462,0.476117,0.172903,0.477623,0.162017,0.513708,0.429754,0.511344,0.423377,0.508871,0.390346,0.507637,0.396698,0.491399,0.434196,0.489371,0.427715,0.488325,0.389453,0.486816,0.395757,0.477784,0.436604,0.475962,0.43006,0.476077,0.388663,0.474405,0.394937,0.505959,0.211408,0.523902,0.270093,0.525455,0.324122,0.501371,0.188897,0.514777,0.222544,0.510122,0.246668,0.504286,0.29981,0.505658,0.36477,0.511708,0.417485,0.489913,0.426859,0.501676,0.284076,0.500892,0.340033,0.507686,0.38545,0.487221,0.388984,
6,0.475099,0.389712,0.487249,0.389003,0.507703,0.385443,0.500938,0.340013,0.501746,0.284049,0.476625,0.430908,0.489878,0.426871,0.511671,0.41749,0.505648,0.364774,0.504342,0.299802,0.50758,0.254029,0.510062,0.246492,0.514802,0.222464,0.501435,0.188902,0.495076,0.190864,0.527404,0.343806,0.525474,0.324116,0.523943,0.270097,0.505968,0.211414,0.496021,0.195886,0.466496,0.144384,0.486423,0.174283,0.498019,0.187069,0.509062,0.199299,0.510592,0.226568,0.509499,0.244226,0.507879,0.258496,0.5125,0.276517,0.506144,0.286708,0.458421,0.180984,0.459873,0.175211,0.460747,0.171289,0.476199,0.172808,0.477824,0.16193,0.513673,0.429759,0.511304,0.423382,0.508905,0.390349,0.507669,0.396695,0.491366,0.434208,0.489333,0.427727,0.488361,0.389477,0.48685,0.395776,0.477748,0.436616,0.475922,0.430072,0.476116,0.388702,0.474442,0.39497,0.505968,0.211414,0.523943,0.270097,0.525474,0.324116,0.501435,0.188902,0.514802,0.222464,0.510062,0.246492,0.504342,0.299802,0.505648,0.364774,0.511671,0.41749,0.489878,0.426871,0.501746,0.284049,0.500938,0.340013,0.507703,0.385443,0.487249,0.389003,
7,0.475131,0.389721,0.48728,0.389003,0.507731,0.385426,0.500968,0.340006,0.501778,0.284016,0.476596,0.430929,0.489848,0.426888,0.511638,0.417495,0.505646,0.364771,0.504362,0.299789,0.507406,0.253839,0.509997,0.246305,0.514834,0.222372,0.501508,0.188899,0.495138,0.190867,0.527412,0.343803,0.525484,0.324107,0.523991,0.270099,0.506007,0.211413,0.496067,0.19589,0.466754,0.144209,0.486536,0.174222,0.498083,0.187059,0.509122,0.199297,0.510671,0.226566,0.509575,0.244223,0.507946,0.258489,0.512545,0.27651,0.506176,0.28669,0.458503,0.180773,0.459975,0.175002,0.460883,0.171093,0.476297,0.172678,0.478018,0.161832,0.513644,0.42976,0.511268,0.423379,0.508938,0.390336,0.507705,0.396681,0.49134,0.434225,0.4893,0.427739,0.488394,0.389479,0.486886,0.395777,0.477723,0.436639,0.475889,0.430089,0.476148,0.388712,0.474477,0.394979,0.506007,0.211413,0.523991,0.270099,0.525484,0.324107,0.501508,0.188899,0.514834,0.222372,0.509997,0.246305,0.504362,0.299789,0.505646,0.364771,0.511638,0.417495,0.489848,0.426888,0.501778,0.284016,0.500968,0.340006,0.507731,0.385426,0.48728,0.389003,
8,0.475155,0.389724,0.487303,0.389003,0.507752,0.38542,0.500974,0.339981,0.501772,0.283994,0.47655,0.430937,0.489803,0.426896,0.511593,0.4175,0.505632,0.364772,0.504337,0.29978,0.507237,0.253641,0.509913,0.246107,0.514842,0.222273,0.501574,0.188874,0.495229,0.190835,0.527402,0.343793,0.525467,0.324091,0.524026,0.270095,0.505999,0.211413,0.496143,0.195863,0.467023,0.144025,0.486684,0.174139,0.498185,0.187029,0.509195,0.199294,0.510696,0.226565,0.509575,0.244218,0.507931,0.258481,0.512529,0.276499,0.50616,0.286676,0.458625,0.180573,0.460115,0.174794,0.461049,0.170907,0.476437,0.17252,0.478229,0.161734,0.513598,0.429764,0.511215,0.423382,0.508962,0.39033,0.50773,0.396675,0.491297,0.434233,0.489249,0.427746,0.488418,0.389479,0.48691,0.395777,0.477678,0.436647,0.475836,0.430096,0.476172,0.388715,0.474502,0.394982,0.505999,0.211413,0.524026,0.270095,0.525467,0.324091,0.501574,0.188874,0.514842,0.222273,0.509913,0.246107,0.504337,0.29978,0.505632,0.364772,0.511593,0.4175,0.489803,0.426896,0.501772,0.283994,0.500974,0.339981,0.507752,0.38542,0.487303,0.389003,
9,0.475189,0.389734,0.487337,0.389007,0.507783,0.385413,0.500986,0.339963,0.501826,0.283978,0.476531,0.430963,0.489782,0.426914,0.511565,0.417499,0.505625,0.364767,0.504367,0.29977,0.507044,0.253449,0.509826,0.245912,0.514868,0.222181,0.501623,0.188877,0.495268,0.190847,0.527357,0.343778,0.525439,0.324071,0.524084,0.270084,0.50597,0.211422,0.496181,0.195874,0.467361,0.143792,0.486808,0.17406,0.498237,0.187019,0.50924,0.199291,0.51077,0.22656,0.50965,0.244214,0.508001,0.258476,0.512584,0.276497,0.506207,0.286667,0.4587,0.18029,0.460233,0.174514,0.461193,0.170645,0.476575,0.172347,0.478439,0.161606,0.513579,0.429759,0.511188,0.423376,0.508997,0.390324,0.507767,0.396669,0.491282,0.43425,0.489227,0.427761,0.488453,0.389483,0.486947,0.395781,0.477663,0.436673,0.475814,0.430121,0.476207,0.388726,0.474538,0.394993,0.50597,0.211422,0.524084,0.270084,0.525439,0.324071,0.501623,0.188877,0.514868,0.222181,0.509826,0.245912,0.504367,0.29977,0.505625,0.364767,0.511565,0.417499,0.489782,0.426914,0.501826,0.283978,0.500986,0.339963,0.507783,0.385413,0.487337,0.389007,
10,0.475211,0.389745,0.487358,0.389009,0.507802,0.385402,0.500981,0.339945,0.501849,0.283965,0.476503,0.43098,0.489754,0.426926,0.511533,0.417498,0.505595,0.364745,0.504369,0.29976,0.506846,0.25326,0.509734,0.245716,0.51489,0.222093,0.501653,0.188879,0.49531,0.190856,0.527273,0.34377,0.525402,0.324053,0.524117,0.270075,0.505931,0.211429,0.496219,0.195883,0.46774,0.143537,0.486947,0.173971,0.498294,0.187006,0.509286,0.199289,0.510842,0.226557,0.509718,0.244211,0.508059,0.258471,0.512618,0.276499,0.506227,0.28666,0.458784,0.179985,0.460371,0.174209,0.461347,0.170362,0.47675,0.172153,0.478654,0.161469,0.513552,0.429756,0.511154,0.423372,0.50902,0.390316,0.507793,0.396659,0.491258,0.434261,0.489196,0.427771,0.488475,0.389488,0.486972,0.395784,0.477638,0.43669,0.475782,0.430136,0.476229,0.388737,0.474562,0.395003,0.505931,0.211429,0.524117,0.270075,0.525402,0.324053,0.501653,0.188879,0.51489,0.222093,0.509734,0.245716,0.504369,0.29976,0.505595,0.364745,0.511533,0.417498,0.489754,0.426926,0.501849,0.283965,0.500981,0.339945,0.507802,0.385402,0.487358,0.389009,
