Frames,RightFootEE,,RightToeBase,,RightFoot,,RightLeg,,RightUpLeg,,LeftFootEE,,LeftToeBase,,LeftFoot,,LeftLeg,,LeftUpLeg,,RightHandEE,,RightHand,,RightForeArm,,RightArm,,RightShoulder,,LeftHandEE,,LeftHand,,LeftForeArm,,LeftArm,,LeftShoulder,,HeadEE,,Head,,Neck,,Spine4,,Spine3,,Spine2,,Spine1,,Spine,,Hips,,Nose,,LeftEye,,RightEye,,LeftEar,,RightEar,,LeftHeelOuter,,LeftHeelInner,,RightHeelOuter,,RightHeelInner,,LeftToeBaseOuter,,LeftToeBaseInner,,RightToeBaseOuter,,RightToeBaseInner,,LeftFootEEOuter,,LeftFootEEInner,,RightFootEEOuter,,RightFootEEInner,,LeftArm_,,LeftForeArm_,,LeftHand_,,RightArm_,,RightForeArm_,,RightHand_,,LeftUpLeg_,,LeftLeg_,,LeftFoot_,,LeftToeBase_,,RightUpLeg_,,RightLeg_,,RightFoot_,,RightToeBase_,,
1,0.477331,0.322227,0.469146,0.32292,0.455144,0.322031,0.456865,0.279389,0.453233,0.231024,0.449586,0.307793,0.443508,0.309349,0.433077,0.309874,0.436977,0.270548,0.439093,0.225441,0.482016,0.250225,0.476546,0.238727,0.463012,0.206279,0.460577,0.167294,0.452839,0.157843,0.399918,0.212935,0.403953,0.206525,0.412568,0.18478,0.430324,0.156785,0.445731,0.155519,0.463565,0.121641,0.453817,0.142954,0.447992,0.15276,0.442365,0.162457,0.441816,0.181665,0.442494,0.194077,0.443432,0.204182,0.440993,0.218283,0.444402,0.22493,0.468439,0.145898,0.465002,0.140204,0.469629,0.141251,0.452147,0.136122,0.465222,0.139048,0.430128,0.315737,0.435098,0.318145,0.456885,0.330864,0.453585,0.328328,0.440809,0.311315,0.445746,0.31365,0.47085,0.327524,0.467463,0.325056,0.447031,0.308451,0.451948,0.310742,0.479088,0.325398,0.47565,0.322969,0.430324,0.156785,0.412568,0.18478,0.403953,0.206525,0.460577,0.167294,0.463012,0.206279,0.476546,0.238727,0.439093,0.225441,0.436977,0.270548,0.433077,0.309874,0.443508,0.309349,0.453233,0.231024,0.456865,0.279389,0.455144,0.322031,0.469146,0.32292,
2,0.477324,0.322229,0.469139,0.322905,0.455146,0.321988,0.456879,0.279329,0.453152,0.231011,0.449597,0.307788,0.443523,0.309344,0.433104,0.309861,0.437012,0.270533,0.439061,0.225455,0.48216,0.250161,0.476596,0.238705,0.463039,0.206261,0.460545,0.167303,0.452803,0.157905,0.39984,0.212897,0.403937,0.206523,0.412534,0.184847,0.430313,0.156805,0.445731,0.155578,0.463508,0.121609,0.453806,0.142972,0.447981,0.152788,0.442298,0.162444,0.441635,0.181671,0.442289,0.194098,0.443234,0.204211,0.440857,0.21832,0.444319,0.224943,0.468496,0.145836,0.465047,0.140149,0.469648,0.141196,0.452173,0.136114,0.465169,0.139042,0.430144,0.31572,0.435115,0.318134,0.456854,0.330827,0.453559,0.328263,0.44082,0.311306,0.445757,0.313647,0.470827,0.327519,0.467445,0.325023,0.44704,0.308442,0.451957,0.310739,0.479069,0.325411,0.475637,0.322955,0.430313,0.156805,0.412534,0.184847,0.403937,0.206523,0.460545,0.167303,0.463039,0.206261,0.476596,0.238705,0.439061,0.225455,0.437012,0.270533,0.433104,0.309861,0.443523,0.309344,0.453152,0.231011,0.456879,0.279329,0.455146,0.321988,0.469139,0.322905,
3,0.477307,0.322241,0.469125,0.322905,0.455145,0.321973,0.456849,0.279302,0.453082,0.230997,0.4496,0.30776,0.443531,0.309329,0.433116,0.309867,0.436977,0.270532,0.439005,0.225475,0.4823,0.250126,0.476684,0.238693,0.463069,0.206269,0.460518,0.167337,0.452774,0.157949,0.399775,0.212856,0.403913,0.206503,0.412537,0.184883,0.430305,0.156782,0.445707,0.155608,0.463452,0.121576,0.453783,0.142979,0.447962,0.152808,0.44225,0.162443,0.441511,0.181675,0.442144,0.194108,0.443091,0.204225,0.44075,0.21834,0.444242,0.224952,0.468532,0.14578,0.465075,0.140097,0.469652,0.141146,0.452183,0.136099,0.46511,0.139031,0.430167,0.315732,0.435144,0.318135,0.456811,0.330816,0.453522,0.328205,0.440831,0.311297,0.445774,0.313628,0.470792,0.327534,0.467416,0.324991,0.447044,0.308418,0.451967,0.310705,0.47904,0.325442,0.475614,0.322939,0.430305,0.156782,0.412537,0.184883,0.403913,0.206503,0.460518,0.167337,0.463069,0.206269,0.476684,0.238693,0.439005,0.225475,0.436977,0.270532,0.433116,0.309867,0.443531,0.309329,0.453082,0.230997,0.456849,0.279302,0.455145,0.321973,0.469125,0.322905,
4,0.477289,0.322254,0.469107,0.322901,0.455135,0.321944,0.456867,0.279261,0.453046,0.230983,0.449611,0.307742,0.443544,0.309317,0.43313,0.309854,0.437034,0.270515,0.438962,0.2255,0.482471,0.250055,0.476789,0.238651,0.463086,0.206259,0.460457,0.167348,0.452733,0.157985,0.399718,0.212827,0.403892,0.206481,0.412512,0.184937,0.43029,0.156792,0.445688,0.155643,0.463395,0.12154,0.453754,0.142982,0.447933,0.152824,0.442192,0.162438,0.441391,0.18168,0.442014,0.194122,0.442968,0.204243,0.44067,0.218367,0.444189,0.224964,0.468565,0.145719,0.465101,0.14004,0.469653,0.141093,0.452193,0.136076,0.465044,0.139023,0.430186,0.315726,0.435165,0.318122,0.456768,0.330792,0.453486,0.328151,0.440845,0.31129,0.44579,0.313613,0.470756,0.32754,0.467387,0.324968,0.447056,0.308406,0.451982,0.310685,0.47901,0.325468,0.47559,0.322935,0.43029,0.156792,0.412512,0.184937,0.403892,0.206481,0.460457,0.167348,0.463086,0.206259,0.476789,0.238651,0.438962,0.2255,0.437034,0.270515,0.43313,0.309854,0.443544,0.309317,0.453046,0.230983,0.456867,0.279261,0.455135,0.321944,0.469107,0.322901,
5,0.477262,0.322285,0.46908,0.322917,0.455114,0.321934,0.456851,0.279251,0.453035,0.230977,0.449619,0.307724,0.443555,0.309314,0.433145,0.309875,0.437046,0.270534,0.438992,0.225526,0.48268,0.250009,0.476912,0.238646,0.463115,0.206292,0.460419,0.167399,0.452684,0.158042,0.399657,0.212796,0.403871,0.206455,0.412506,0.184988,0.430288,0.156798,0.44567,0.155685,0.463296,0.121509,0.453708,0.143001,0.447897,0.152862,0.442129,0.162464,0.441287,0.181705,0.441911,0.194147,0.442881,0.204269,0.440625,0.218396,0.44418,0.22498,0.46858,0.14566,0.465103,0.13999,0.469633,0.14104,0.452175,0.136075,0.464958,0.139014,0.430209,0.315748,0.435193,0.318138,0.456729,0.330785,0.453449,0.328137,0.440858,0.31129,0.445808,0.313607,0.470721,0.327561,0.467355,0.32498,0.447065,0.308389,0.451995,0.310663,0.478977,0.325502,0.475561,0.322961,0.430288,0.156798,0.412506,0.184988,0.403871,0.206455,0.460419,0.167399,0.463115,0.206292,0.476912,0.238646,0.438992,0.225526,0.437046,0.270534,0.433145,0.309875,0.443555,0.309314,0.453035,0.230977,0.456851,0.279251,0.455114,0.321934,0.46908,0.322917,
6,0.477242,0.32232,0.469061,0.322937,0.455102,0.321928,0.456826,0.279249,0.453002,0.230977,0.449629,0.307709,0.443568,0.309305,0.433165,0.309869,0.437049,0.270532,0.438969,0.225538,0.482868,0.249938,0.477049,0.238597,0.463149,0.206284,0.460382,0.16741,0.452644,0.158058,0.399626,0.212774,0.403845,0.206423,0.412508,0.185027,0.430274,0.156793,0.445636,0.155699,0.463213,0.121455,0.453658,0.142989,0.447857,0.152868,0.442084,0.162467,0.441223,0.181711,0.441846,0.194155,0.44282,0.204278,0.440579,0.218408,0.444146,0.224988,0.468587,0.145584,0.465101,0.139917,0.469609,0.140971,0.452157,0.136038,0.464874,0.138987,0.430228,0.315743,0.435214,0.318131,0.4567,0.330782,0.453422,0.328128,0.440871,0.311281,0.445823,0.313597,0.470694,0.327583,0.46733,0.324996,0.447075,0.308374,0.452007,0.310647,0.478952,0.32554,0.475537,0.322993,0.430274,0.156793,0.412508,0.185027,0.403845,0.206423,0.460382,0.16741,0.463149,0.206284,0.477049,0.238597,0.438969,0.225538,0.437049,0.270532,0.433165,0.309869,0.443568,0.309305,0.453002,0.230977,0.456826,0.279249,0.455102,0.321928,0.469061,0.322937,
7,0.477217,0.322325,0.469039,0.322938,0.455084,0.321921,0.456801,0.279237,0.452994,0.230969,0.449634,0.307699,0.443577,0.309298,0.433181,0.309861,0.437052,0.270531,0.438967,0.225544,0.483077,0.249848,0.47719,0.238539,0.463179,0.206269,0.460339,0.167415,0.45261,0.158066,0.399612,0.212754,0.403822,0.206388,0.412506,0.185062,0.430252,0.156793,0.445611,0.155705,0.463125,0.121385,0.453611,0.142966,0.447822,0.152866,0.442046,0.162467,0.441174,0.181712,0.4418,0.194157,0.442782,0.20428,0.440556,0.218414,0.444135,0.22499,0.468588,0.145483,0.465092,0.13982,0.469582,0.140881,0.452131,0.13598,0.464796,0.138952,0.430246,0.315741,0.435236,0.318123,0.456678,0.330777,0.453399,0.328121,0.44088,0.311279,0.445835,0.313588,0.47067,0.327585,0.467304,0.324997,0.447079,0.308368,0.452014,0.310634,0.478927,0.325546,0.47551,0.322998,0.430252,0.156793,0.412506,0.185062,0.403822,0.206388,0.460339,0.167415,0.463179,0.206269,0.47719,0.238539,0.438967,0.225544,0.437052,0.270531,0.433181,0.309861,0.443577,0.309298,0.452994,0.230969,0.456801,0.279237,0.455084,0.321921,0.469039,0.322938,
8,0.4772,0.322328,0.469022,0.322938,0.455069,0.321916,0.456808,0.279235,0.453006,0.230963,0.449646,0.307672,0.443593,0.30928,0.433204,0.309852,0.437058,0.270527,0.438988,0.225545,0.483283,0.24975,0.477342,0.238466,0.463221,0.206241,0.4603,0.167403,0.452559,0.158051,0.399607,0.21273,0.403816,0.206352,0.412512,0.185096,0.430246,0.156782,0.445569,0.155692,0.463036,0.121314,0.453545,0.142931,0.447764,0.152851,0.441999,0.162465,0.441156,0.181709,0.441798,0.194152,0.442791,0.204273,0.440568,0.218407,0.44415,0.224986,0.468558,0.145384,0.465056,0.139721,0.469533,0.140796,0.452083,0.135906,0.464708,0.13892,0.430271,0.315733,0.435264,0.318112,0.45666,0.330772,0.453381,0.328117,0.440896,0.311262,0.445855,0.313568,0.470653,0.327585,0.467286,0.324997,0.447091,0.308342,0.452029,0.310605,0.478909,0.325549,0.475493,0.323001,0.430246,0.156782,0.412512,0.185096,0.403816,0.206352,0.4603,0.167403,0.463221,0.206241,0.477342,0.238466,0.438988,0.225545,0.437058,0.270527,0.433204,0.309852,0.443593,0.30928,0.453006,0.230963,0.456808,0.279235,0.455069,0.321916,0.469022,0.322938,
9,0.477176,0.322337,0.468999,0.322943,0.455048,0.321914,0.456808,0.279233,0.452979,0.230965,0.449645,0.307668,0.443598,0.309277,0.43322,0.309845,0.437062,0.270523,0.438976,0.225547,0.483505,0.249654,0.477501,0.238399,0.463256,0.206225,0.460271,0.16741,0.452538,0.158062,0.39962,0.212701,0.403816,0.206314,0.412505,0.185126,0.430252,0.156776,0.445549,0.155702,0.462903,0.121207,0.45349,0.142896,0.447736,0.152849,0.441974,0.162466,0.441114,0.181713,0.441756,0.194157,0.442753,0.204278,0.440537,0.218413,0.444127,0.224989,0.468551,0.145228,0.465028,0.139571,0.469492,0.140657,0.452034,0.13582,0.464618,0.138864,0.430284,0.31573,0.435281,0.318104,0.456636,0.330771,0.453356,0.328115,0.440899,0.311262,0.445861,0.313563,0.470628,0.327591,0.467261,0.325003,0.447088,0.30834,0.452031,0.310599,0.478884,0.325559,0.475467,0.323011,0.430252,0.156776,0.412505,0.185126,0.403816,0.206314,0.460271,0.16741,0.463256,0.206225,0.477501,0.238399,0.438976,0.225547,0.437062,0.270523,0.43322,0.309845,0.443598,0.309277,0.452979,0.230965,0.456808,0.279233,0.455048,0.321914,0.468999,0.322943,
10,0.477158,0.322343,0.468983,0.322945,0.455037,0.32191,0.456816,0.279228,0.452968,0.230962,0.449648,0.307653,0.443606,0.309265,0.433236,0.309834,0.43709,0.270522,0.438976,0.225543,0.483729,0.249557,0.477664,0.238333,0.463291,0.206212,0.460259,0.167418,0.452518,0.158075,0.399654,0.212677,0.403821,0.206278,0.412507,0.185149,0.430264,0.15677,0.445531,0.155714,0.462747,0.121089,0.45343,0.142858,0.447708,0.152848,0.441949,0.16247,0.441075,0.181719,0.441718,0.194163,0.442721,0.204283,0.440517,0.218419,0.444117,0.224989,0.468529,0.145049,0.464982,0.139402,0.469437,0.140498,0.451965,0.135724,0.464524,0.138803,0.430299,0.315722,0.4353,0.318093,0.456621,0.330768,0.453339,0.328111,0.440905,0.311252,0.445871,0.313551,0.470611,0.327594,0.467242,0.325005,0.447091,0.308327,0.452036,0.310582,0.478866,0.325565,0.475448,0.323016,0.430264,0.15677,0.412507,0.185149,0.403821,0.206278,0.460259,0.167418,0.463291,0.206212,0.477664,0.238333,0.438976,0.225543,0.43709,0.270522,0.433236,0.309834,0.443606,0.309265,0.452968,0.230962,0.456816,0.279228,0.455037,0.32191,0.468983,0.322945,
